Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,,,,,,,,,
Chocolate Chocolate Cupcakes with Double Chocolate Frosting,"18 cupcakes or 2x9"" round cake layers","[{'frosting': ['3/4 cup non hydrogenated vegetable shortening', '1/4 cup non hydrogenated vegan margarine', '2 1/2 cups 10x powdered sugar', '1/2 cup cocoa powder', '8 ounces chocolate melted', '1 teaspoon vanilla', '2 3 tablespoons soymilk as needed']}, {'main': ['2 teaspoons vinegar', '1 teaspoon vanilla', '4 ounces of good quality dark chocolate melted', '1/2 brewed and cooled coffee', '1/3 cup oil', '1 1/4 cups coconut milk', '1/2 teaspoon salt', '2 teaspoons baking soda', '3/4 cup cocoa', '1 1/2 cups sugar', '2 1/4 cups all purpose flour']}]","['Preheat oven to 350 degrees Fahrenheit.', 'Line two 9 inch round cake pans with parchment.', 'Sift the sugar flour cocoa baking soda and salt into a medium size bowl.', 'Set the bowl aside.', 'In a small bowl whisk together the coconut milk coffee oil melted chocolate and vanilla.', 'Add the wet ingredients and whisk until just incorporated.', 'Add vinegar and incorporate.', 'Do not over mix batter.', 'Distribute batter evenly between cupcake holders or pans.', 'Bake for 20 minutes or until cake springs back to the touch.', 'Place the pans on the cooling rack to cool.', 'Once the cakes are completely cool run a knife or a plastic dough scraper around the edges of the pan to loosen the cake from the sides.', 'Turn the pan upside to remove the cake In the bowl of a stand mixer whip shorteningand margarine with the paddle attachment until completelycombined.', 'Scrape the bottom of the bowl to ensure that all ingredietns are mixed thoroughly.', 'On low speed slowly add sugar and cocoa powder a little at a time.', 'Once the sugar and cocoa are incorporated addthe melted chocolate vanilla and soy milk and mix on low untilthe liquids are incorporated.', 'Scrape the bottom of the bowl andmix on medium high speed until all ingredients are combined and frosting is fluffy about 2 minutes .', 'Yields 2 quarts']",https://www.foodnetwork.com/recipes/chocolate-chocolate-cupcakes-with-double-chocolate-frosting-recipe-2129025,"['Chocolate Cupcake', 'Cupcake', 'Chocolate Frosting', 'Cream Cheese Frosting', 'Dessert']",,,,,,,,,,,,,,,,,,
Gingerbread Cupcakes with Orange Icing,12 cupcakes,"[{'frosting': ['8 ounces cream cheese at room temperature', '1/4 pound unsalted butter at room temperature', '1/2 teaspoon orange zest', '1/2 teaspoon pure vanilla extract', '1/2 pound confectioners sugar sieved']}, {'topping': ['6 pieces dried crystallized ginger sliced in half']}]","['Preheat the oven to 350 degrees F. Line a muffin pan with paper liners.', 'Place the rum and raisins in a small pan cover and heat until the rum boils.', 'Turn off the heat and set aside.', 'Place the butter and molasses in another small pan and bring to a boil over medium heat.', 'Pour the mixture into the bowl of an electric mixer fitted with the paddle attachment.', 'Cool for 5 minutes then mix in the sour cream and orange zest.', 'Meanwhile sift the flour baking soda ginger cinnamon cloves and salt together into a small bowl.', 'Mix with your hand until combined.', 'With the mixer on low speed slowly add the flour mixture to the molasses mixture and mix only until smooth.', 'Drain the raisins and add them and the crystallized ginger to the mixture with a spatula.', 'Divide the batter among the muffin pan .', 'Bake on the middle rack of the oven for 25 to 30 minutes or until a toothpick comes out clean.', 'Cool for 10 minutes before removing from the pan.', 'For the frosting mix the cream cheese butter orange zest and vanilla in the bowl of an electric mixer fitted with the paddle attachment until just combined.', 'Add the sugar and mix until smooth.', 'When the cupcakes are cool frost them generously and garnish with a slice of crystallized ginger.']",https://www.foodnetwork.com/recipes/ina-garten/gingerbread-cupcakes-with-orange-icing-recipe-1957818,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Baking', 'Mixer Recipes', 'American', 'Gingerbread', 'Cupcake', 'Christmas', 'Cream Cheese Recipes']",,,,,,,,,,,,,,,,,,
Chocolate Cupcakes with Burnt Orange Marshmallows,18 cupcakes,"[{'topping': ['3/4 cup cornstarch', '3/4 cup powdered sugar', 'Two 1/4 ounce envelopes gelatin', '1 cup granulated sugar', '2/3 cup light corn syrup', '2 teaspoons orange extract', 'Nonstick cooking spray for spraying spoon']}, {'main': ['1 1/2 cups all purpose flour', '1 1/2 cups granulated sugar', '3/4 cup cocoa powder', '1 1/2 teaspoons baking soda', '3/4 teaspoon baking powder', '3/4 teaspoon salt', '3/4 cup buttermilk', '3/4 cup warm coffee', '1/4 cup coconut oil warmed', '1 tablespoon vanilla extract', '2 large eggs']}]","['For the marshmallow topping Combine the cornstarch and powdered sugar in a bowl and evenly distribute over a sheet pan.', 'This is what you will place the marshmallows on as they finish so they don t stick.', 'Sprinkle the gelatin over 1/3 cup very cold water in the bowl of an electric mixer fitted with a whisk attachment.', 'In a small saucepan fitted with a candy thermometer mix the granulated sugar and corn syrup with 1/3 cup water.', 'Place over medium high heat and bring to a simmer.', 'When the syrup reaches 245 degrees F remove from the heat.', 'Turn the mixer to medium and slowly pour the hot syrup into the gelatin being careful not to hit the whisk or let it run down the sides of the bowl.', 'Once all of the syrup is incorporated turn the mixer to high and beat until the mixture begins to cool it will gain volume turn white and start to pull from the sides of the bowl and the exterior of the bowl will be close to room temperature 12 to 15 minutes.', 'Add the orange extract and mix to combine.', 'Lightly spray a large serving spoon with cooking spray.', 'Drop about 1/2 cup size scoops of the marshmallow on the powdered sugar mixture and let cool spraying the spoon in between scoops you want 18 scoops total.', 'Set aside.', 'For the cupcakes Preheat the oven to 350 degrees F and line cupcake pans with 18 cupcake liners.', 'Combine the flour granulated sugar cocoa powder baking soda baking powder and salt in a large bowl.', 'Combine the buttermilk coffee coconut oil vanilla and eggs in another bowl with a whisk.', 'Make a well in the dry ingredients and add the wet mixture whisking until just combined.', 'Fill each cupcake liner two thirds full with the batter.', 'Bake until puffed and an inserted cake tester comes out clean 10 to 12 minutes.', 'Cool for 5 minutes before removing the cupcakes from the pan.', 'Place the marshmallow scoops on top of the warm cupcakes.', 'Using a culinary torch torch each marshmallow to caramelize.', 'Serve.']",https://www.foodnetwork.com/recipes/finalist-damaris-phillips/chocolate-cupcakes-with-burnt-orange-marshmallows-2233468,"['Chocolate Cupcake', 'Cupcake', 'Baking', 'Dessert', 'Sugar']",,,,,,,,,,,,,,,,,,
Baby Shower Cupcakes,12 cupcakes,"[{'main': ['1 1/2 cups all purpose flour', '1 1/4 teaspoons baking powder', '1/4 teaspoon salt', '1 stick unsalted butter softened', '1 cup granulated sugar', '2 large eggs at room temperature', '2 teaspoons vanilla extract', '2/3 cup whole milk at room temperature', '5 to 6 drops pink or blue food coloring']}, {'frosting': ['2 sticks unsalted butter at room temperature', '4 cups confectioners sugar', 'Pinch of fine salt', '1 teaspoon vanilla extract', '2 to 4 tablespoons milk']}, {'assembly': ['Yellow food coloring', 'Fondant dyed in pink blue yellow and skin tones', 'Cornstarch for rolling']}]","['For the cupcakes Preheat the oven to 350 degrees F. Line a 12 cup muffin pan with paper liners.', 'Whisk the flour baking powder and salt in a medium bowl.', 'Beat the butter and granulated sugar in a stand mixer fitted with the paddle attachment on medium high speed until fluffy about 4 minutes.', 'Beat in the eggs one at a time scraping down the bowl as needed.', 'Beat in the vanilla.', 'Reduce the mixer speed to medium low beat in half of the flour mixture then all of the milk then the remaining flour mixture until just combined.', 'Transfer one third of the batter to separate medium bowl.', 'Add the pink or blue food coloring and stir until uniform in color.', 'Using an ice cream scoop add scoops of colored batter back to the bowl with the plain batter in an evenly spaced circle.', 'Run a butter knife or skewer through the batters to create a swirled and marbled look.', 'Divide the batter evenly among the prepared muffin cups using the same ice cream scoop filling each three quarters full.', 'Bake rotating the pan halfway through until a toothpick inserted into the center of a cupcake comes out clean 18 to 20 minutes.', 'Transfer the pan to a rack and let cool for 5 minutes then remove the cupcakes to the rack to cool completely.', 'For the vanilla American buttercream Combine the butter confectioners sugar and salt in the bowl of a stand mixer fitted with the paddle attachment and beat on low speed until mostly incorporated.', 'Add the vanilla increase the speed to medium high and beat until smooth.', 'Adjust the consistency with milk as desired.', 'Use immediately or refrigerate in an airtight container up to 3 days.', 'For the assembly Use yellow food coloring to tint the buttercream pale yellow.', 'Fill a pastry bag fitted with a large star tip with the buttercream.', 'Pipe buttercream in a swirl over the top of each cupcake to cover it completely.', 'Sprinkle a work surface with cornstarch and roll out the skin tone fondant to roughly 1/8 inch thick.', 'Cut out 4 circles with a 2 inch circle cutter.', 'In the middle of each circle create eyes by making 2 half moon indentions with the small end of a straight piping tip .', 'Roll 4 smalls balls of fondant to make noses brushing them with water to secure them to the face.', 'Set the faces aside.', 'Roll out the pink and/or blue fondant to about 1/8 inch thick.', 'Use the 2 inch circle cutter to cut out 2 circles.', 'Use a knife to cut the circles in half to form hats.', 'Cut a small strip from the flat end of each semicircle and stack it on the bottom of each hat to make a border securing with water.', 'Brush additional water onto the back of the hats and secure them to the faces.', 'Cut 4 small circles of pink fondant using the small end of the straight piping tip.', 'Brush with water and attach to the faces as the base of a pacifier.', 'Roll 8 small balls of pink fondant.', 'Use 4 to attach to the hats as pompoms and 4 to attach to the small circles to complete the pacifiers.', 'Lay the fondant faces on top of cupcakes.']",https://www.foodnetwork.com/recipes/baby-shower-cupcakes-3499937,"['Baking', 'Dessert', 'Cupcake', 'Recipes for Parties']",,,,,,,,,,,,,,,,,,
Mexican Chocolate-Banana Muffins,12 muffins,"[{'main': ['1 1/2 cups all purpose flour', '2/3 cup granulated sugar', '1 1/2 teaspoons baking powder', '1/4 teaspoon salt', '2 cups mashed bananas', '1 large egg', '8 tablespoons unsalted butter melted', '1/4 cup whole milk', '1 disc Mexican chocolate chopped', 'Special equipment 1 nonstick muffin tin with 12 paper cupcake liners']}]","['Preheat the oven to 350 degrees F. In a large bowl mix the flour sugar baking powder and salt.', 'In a separate mixing bowl combine the mashed bananas egg melted butter and milk until incorporated.', 'Stir the banana mixture into the dry ingredients just until blended .', 'Stir in the chopped Mexican chocolate.', 'Divide the batter among the prepared muffin cups filling each about 3/4 full.', 'Bake the muffins until the tops are pale golden and a tester inserted into the center comes out with some melted chocolate attached but no crumbs about 30 minutes.', 'Transfer the muffins to rack to cool for 15 minutes.', 'Then remove from the muffin tins.']",https://www.foodnetwork.com/recipes/marcela-valladolid/mexican-chocolate-banana-muffins-recipe-2014825,"['Easy Baking', 'Muffin', 'Banana', 'Fruit', 'Cinco de Mayo', 'Low Sodium']",,,,,,,,,,,,,,,,,,
Plantain Cake with Avocado Buttercream,24 cupcakes,"[{'frosting': ['1 cup unsalted butter', '7 cups powdered sugar divided', '2 ripe avocados', '1 tablespoon vanilla extract', '1/4 teaspoon salt']}, {'plantain_chips': ['1 plantain', 'Sugar as needed']}]","['Preheat the oven to 325 degrees F. Line a 24 count regular size cupcake pan with cupcake liners.', 'In a heavy duty mixing bowl cream together the butter and shortening on medium speed.', 'Add the eggs 1 at a time until completely combined.', 'Scrape down the sides of the bowl with a rubber spatula.', 'Add the superfine sugar with the mixer set to low speed.', 'Once combined set the mixer to medium speed and mix for 5 minutes.', 'Sift together the cake flour cinnamon salt and baking powder.', 'Begin to add the sifted dry ingredients to the batter alternating with the warm milk.', 'In a separate bowl blend the plantain with a hand mixer.', 'Add the vanilla and the blended plantain to the batter.', 'Fill the cupcake liners almost to the top.', 'Bake until the cake bounces back when you touch it about 25 minutes.', 'Remove from the pan and place onto a tray to cool.', 'Using a pastry bag and piping tip frost the cupcakes with the Avocado Buttercream and top with 1 plantain chip.', 'In a heavy duty mixing bowl cream the butter until light and fluffy.', 'Add 3 cups powdered sugar.', 'Scrape down the sides of the bowl with a rubber spatula.', 'In a food processor blend the avocados until smooth and add into the buttercream.', 'Then add the remaining 4 cups powdered sugar.', 'Preheat the oven to 325 degrees F. Thinly slice the plantain place on a baking sheet and sprinkle with sugar.', 'Bake until the chips have browned completely about 7 minutes.']",https://www.foodnetwork.com/recipes/plantain-cake-with-avocado-buttercream-recipe-2105575,"['Cupcake', 'Fruit', 'Plantain Recipes', 'Low Sodium']",,,,,,,,,,,,,,,,,,
"Beer and Sauerkraut Fudge Cupcakes, Beer Frosting",18 cupcakes,"[{'frosting': ['1/2 cup butter softened', '3 1/2 cup confectioners sugar divided', '1/3 cup unsweetened Dutch process cocoa powder', '1/8 teaspoon salt', '1/3 cup beer divided']}, {'main': ['Beer Frosting recipe follows', '1 cup chopped nuts', '1 cup raisins', '2/3 cup sauerkraut', '1 cup beer', '1 teaspoon soda', '1 teaspoon baking powder', '2 1/4 cups sifted all purpose flour', '1/2 cup unsweetened Dutch process cocoa powder', '1 teaspoon pure vanilla extract', '3 large eggs', '1 1/2 cups sugar', '2/3 cup butter']}]","['Preheat the oven to 350 degrees F. Line standard cupcake pans with 18 cupcake liners.', 'In the bowl of an electric mixer fitted with the paddle attachment cream butter and sugar until light and smooth.', 'Add the eggs 1 at a time beating until each is smooth scraping down the sides of the bowl if needed.', 'Add the vanilla.', 'Sift the cocoa flour baking powder soda and salt in a large bowl.', 'In the creamed bowl alternate the leftover ingredients beginning and ending with dry ingredients.', 'Stir in the sauerkraut.', 'Fill the cupcake liners 2/3 full.', 'Bake until the cupcake springs back when touched about 35 minutes.', 'Transfer the pans to wire racks to cool completely before removing the cupcakes.', 'To assemble Frost the cooled cupcakes with Beer Frosting.', 'In the bowl of an electric mixer fitted with the paddle attachment mix the softened butter with half the confectioners sugar.', 'Add the cocoa salt and roughly 1/3 of the beer.', 'Beat until smooth.', 'Alternate adding the remaining sugar with the remaining beer and beat until fluffy.']",https://www.foodnetwork.com/recipes/beer-and-sauerkraut-fudge-cupcakes-beer-frosting-recipe-1923405,"['Easy Baking', 'Cream Cheese Frosting', 'Sauerkraut', 'Cupcake', 'Beer', 'Fruit', 'Raisin Recipes', 'Low Sodium']",,,,,,,,,,,,,,,,,,
"Espresso Dark Brownie Cupcakes, Peanut Butter Fudge Frosting",24 cupcakes,"[{'frosting': ['3/4 cup unsalted butter room temperature', '1/2 cup creamy peanut butter', 'Pinch salt', '2 cups confectioners sugar', '3/4 cup unsweetened Dutch process cocoa powder']}, {'main': ['Peanut Butter Fudge frosting recipe follows', '4 large eggs', '1/2 cup granulated sugar', '1 3/4 cups packed brown sugar', '1/4 teaspoon salt', '2 tablespoons finely ground espresso', '1/4 cup unsweetened Dutch process cocoa powder sifted', '1 cup all purpose flour', '4 ounces unsweetened chocolate chopped', '1 cup unsalted butter cut into pieces']}]","['Preheat the oven to 350 degrees F. Line standard cupcake pans with 24 cupcake liners.', 'Combine the butter and chocolate in a small microwave safe bowl.', 'Microwave on high uncovered stirring every 30 seconds until the butter and chocolate are melted and smooth.', 'Set aside to cool.', 'Mix the flour cocoa powder espresso and salt in another bowl.', 'In the bowl of an electric mixer fitted with the paddle attachment mix both sugars and reserved chocolate mixture until well combined.', 'Add the eggs 1 at a time beating until each is smooth scraping down the sides of the bowl if needed.', 'Add the flour mixture until blended.', 'Fill the cupcake liners 2/3 full.', 'Bake until golden rotating the pans halfway though 18 to 20 minutes.', 'Transfer the pans to wire racks to cool completely before removing the cupcakes.', 'To assemble Frost the cooled cupcakes with Peanut Butter Fudge Frosting.', 'In the bowl of an electric mixer fitted with the paddle attachment beat the butter peanut butter and salt on medium high speed until creamy.', 'Turn the speed to low and beat in the confectioners sugar 1/2 cup at a time.', 'Add the cocoa powder and beat until extremely smooth and creamy.']",https://www.foodnetwork.com/recipes/espresso-dark-brownie-cupcakes-peanut-butter-fudge-frosting-recipe-1923185,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cupcake', 'Cupcake', 'Peanut Butter Fudge', 'Fudge Recipes', 'Peanut Butter', 'Baking', 'Low Sodium']",,,,,,,,,,,,,,,,,,
"Standing Ovation: Sweet Chocolate Port Cupcakes, Port Wine Reduction Syrup, Raspberry Creme Fraiche Filling, French Chocolate Mousse",24 cupcakes,"[{'syrup': ['1 3/4 cups port wine', '1/3 cup sugar', '1/8 teaspoon salt']}, {'filling': ['1 cup creme fraiche', '1/2 cup seedless raspberry preserves']}, {'french_chocolate_mousse': ['6 ounces chocolate chopped', '3 tablespoons unsalted butter', '3 egg whites', '1/2 teaspoon cream of tartar', '1/4 cup plus 2 tablespoons sugar', '1/2 cup heavy cream COLD', '1/2 teaspoon vanilla extract']}]","['Preheat the oven to 325 degrees F. Line cupcake tins with 24 cupcake liners.', 'Whisk together the buttermilk oil vanilla and eggs.', 'Combine the sugar flour cocoa powder baking soda baking powder and salt and add into the wet mixture.', 'Whisk the batter together until almost all the lumps are gone.', 'Scrape the bowl then mix again briefly.', 'Add in a small amount of the port wine to help thin the batter.', 'Once it is incorporated slowly add in the remaining wine whisking continuously.', 'Scrape the bottom of the bowl and make sure that there are no lumps.', 'Scoop into the prepared cupcake liners using a number 16 scoop.', 'Bake until a toothpick inserted in the middle of a cupcake comes out clean about 25 minutes.', 'To assemble Allow the cupcakes to fully cool.', 'Using an apple corer remove a piece of the cupcake from the center.', 'Drizzle with 1 teaspoon Port Wine Reduction Syrup.', 'Fill the cupcake with 1 teaspoon Raspberry Creme Fraiche Filling.', 'Using a large star tip pipe the chilled French Chocolate Mousse onto the cupcake.', 'Garnish with the gold leaf flake.', 'Combine the wine sugar and salt in a saucepan over a low flame.', 'Simmer until reduced to 3 1/2 ounces liquid.', 'Place the chocolate and butter in a heatproof bowl and place over a saucepan containing barely simmering water .', 'Melt the chocolate and butter together and stir with a wooden spoon until smooth.', 'Remove from the heat and cool slightly.', 'Add the egg yolks to the chocolate 1 by 1 beating with a whisk until incorporated.', 'Set aside.', 'In another bowl beat the egg whites until foamy.', 'Add the cream of tartar and continue to beat.', 'Gradually whisk in 1/4 cup sugar and continue beating until stiff peaks form.', 'Beat the heavy cream in a chilled bowl until it begins to foam and thicken up.', 'Add the remaining 2 tablespoons sugar and the vanilla.', 'Continue to whip the cream until it holds soft peaks.', 'Gradually and gently fold the egg whites into the chocolate mixture to lighten it.', 'Then delicately fold in the whipped cream.', 'Take care not over work the mousse.', 'Whisk the creme fraiche with the raspberry preserves to combine.']",https://www.foodnetwork.com/recipes/standing-ovation-sweet-chocolate-port-cupcakes-port-wine-reduction-syrup-raspberry-creme-fraiche-filling-french-chocolate-mousse-recipe-1924848,"['Chocolate Cupcake', 'Cupcake']",,,,,,,,,,,,,,,,,,
Christmas Tree Cupcakes,12 cupcakes,"[{'main': ['1 cup all purpose flour', '1/2 cup malted milk powder', '1/2 teaspoon baking soda', '3/4 cup whole milk', '1/2 cup unsweetened cocoa powder', '1/2 cup granulated sugar', '3/4 cup vegetable oil', '1 large egg', '1 teaspoon pure vanilla extract']}, {'frosting': ['4 tablespoons salted butter at room temperature', '6 ounces cream cheese at room temperature', '1 teaspoon pure vanilla extract', '2 cups confectioners sugar', 'White nonpareils for decorating', 'Candy melt trees for decorating']}]","['Make the cupcakes Preheat the oven to 350 .', 'Line a 12 cup muffin pan with paper or foil liners.', 'Whisk the flour malted milk powder and baking soda in a medium bowl.', 'Heat the milk until hot but not boiling pour over the cocoa powder in a large bowl and whisk until smooth.', 'Let cool slightly.', 'Whisk the granulated sugar vegetable oil egg and vanilla into the cocoa mixture until smooth.', 'Whisk in the flour mixture until just combined.', 'Divide the batter among the prepared muffin cups.', 'Bake until the tops spring back when gently pressed 20 to 25 minutes.', 'Transfer to a rack and let cool 5 minutes in the pan then remove the cupcakes to the rack to cool completely.', 'Meanwhile make the frosting Beat the butter cream cheese and vanilla in a large bowl with a mixer on medium speed until creamy 1 to 2 minutes.', 'Gradually beat in the confectioners sugar on medium low speed until smooth then increase the speed to medium high and beat until thick and fluffy 1 to 2 more minutes.', 'Spread the frosting on the cupcakes and sprinkle with white nonpareils.', 'Stick a candy melt tree into the center of each cupcake.']",https://www.foodnetwork.com/recipes/food-network-kitchen/christmas-tree-cupcakes-7968565,"['Cupcake', 'Christmas', 'Dessert']",,,,,,,,,,,,,,,,,,
Birthday Party Cupcake Centerpiece,24 cupcakes for centerpiece,"[{'main': ['1 box vanilla cake mix', '1 1/4 cups milk', '3 containers vanilla frosting', '1/4 to 1/2 cup confectioners sugar', 'Blue red and green food coloring', 'Large multi color nonpareil sprinkles']}]","['Preheat the oven to 350 degrees F. Line 2 muffin tins with white paper liners.', 'Make the cake mix according to package instructions substituting the milk for water.', 'Pour the batter into the lined muffin tins and bake until golden and a toothpick inserted in the center comes out clean about 12 to15 minutes.', 'Remove the tins from the oven and let them cool completely on a wire rack.', 'In a large bowl using a hand mixer beat the frosting with enough confectioners sugar to create a stiff consistency.', 'Divide the frosting among 4 bowls.', 'Color 1 with blue 1 with red and 1 with green leaving 1 white.', 'When the cupcakes are cool drop each into a picket fence liner.', 'Fit 4 pastry bags with large star tips and fill each with a different color.', 'Pipe a swirl of frosting onto 6 cupcakes with 1 color.', 'Repeat with remaining cupcakes and colors.', 'Arrange them on the cupcake tree alternating colors and top with nonpareil sprinkles.']",https://www.foodnetwork.com/recipes/sandra-lee/birthday-party-cupcake-centerpiece-recipe-2118246,"['Cupcake', 'Sugar']",,,,,,,,,,,,,,,,,,
Have Your Own Cake and Eat It Too (Individual Chocolate Cakes),12 large cupcakes,"[{'frosting': ['6 ounces semisweet chocolate finely chopped', '1/2 cup canned unsweetened coconut milk', '1 to 2 tablespoons corn syrup', '1 1/2 cups unsweetened coconut chips or shredded coconut lightly toasted']}, {'main': ['Confectioners sugar for dusting', '1 1/2 teaspoons pure vanilla extract', '3 large eggs room temperature', '3/4 cup sour cream', '1/2 teaspoon baking soda', '3/4 teaspoon fine salt', '3/4 teaspoon baking powder', '3 1/4 cups granulated sugar', '3 cups all purpose flour', '3/4 cup unsweetened Dutch process cocoa', '1/2 cup water or milk', '1 cup freshly brewed coffee', '1 1/2 cups unsalted butter cut into pieces']}]","['Preheat the oven to 350 degrees F. Line the large muffin tins with large cupcake liners.', 'Put the butter coffee water and cocoa in a microwave safe bowl cover with plastic wrap and microwave on HIGH until the butter melts about 2 minutes.', 'Whisk to combine.', 'Meanwhile whisk the flour granulated sugar baking powder salt and baking soda in a large bowl.', 'Beat the sour cream with the egg and vanilla in a small bowl.', 'Whisk the hot cocoa mixture into the dry ingredients.', 'Stir in the sour cream mixture just to combine don t overmix.', 'Divide the batter evenly between the prepared muffin tins filling each one about 3/4 of the way full .', 'Bake cupcakes until a toothpick inserted in the center of the cake comes out clean about 30 minutes.', 'Cool the cupcakes completely in the tin on a rack.', 'Remove from liners and return cakes to a rack.', 'For the glaze Put chocolate in a medium bowl.', 'Bring coconut milk and corn syrup to a boil stirring constantly then pour it over the chocolate.', 'Let the mixture stand for 10 minutes then stir until smooth.', 'Spread 1 tablespoon warm glaze evenly over each cake then scatter the coconut over the top.']",https://www.foodnetwork.com/recipes/food-network-kitchen/have-your-own-cake-and-eat-it-too-individual-chocolate-cakes-recipe-2008829,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cupcake', 'Cupcake', 'Baking', 'American', 'Sugar', 'Dairy Recipes', 'Microwave Recipes']",,,,,,,,,,,,,,,,,,
Chocolate Dipped Banana Cupcakes with Banana Buttercream,44 cupcakes,"[{'main': ['1 1/2 cups granulated sugar', '3/4 cup unsalted butter', '1 teaspoon vanilla bean paste', '3 eggs', '2 1/2 cups all purpose flour', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '1 cup mashed ripe bananas', '3/4 cup buttermilk']}, {'main': ['1 cup unsweetened cocoa powder', '2 3/4 cups all purpose flour', '2 teaspoons baking soda', '1/2 teaspoon baking powder', '1/2 teaspoon salt', '1 cup unsalted butter softened', '2 1/4 cups granulated sugar', '4 eggs', '1 1/2 teaspoons vanilla bean paste']}, {'ganache': ['9 ounces semisweet chocolate chips', '1/2 cup heavy cream plus more as needed']}, {'frosting': ['1 1/2 cups unsalted butter', '2/3 can sweetened condensed milk', '1 1/2 teaspoons vanilla bean paste', '1 teaspoon banana bakery emulsion', '2 ripe bananas mashed']}]","['Preheat the oven to 350 degrees F. Line cupcake pans with cupcake liners .', 'For the banana cake batter In a large bowl mix together the sugar butter vanilla and eggs.', 'In another bowl sift together the flour baking powder baking soda and salt.', 'Add the flour mixture to the butter mixture.', 'Add the bananas and buttermilk and beat together well.', 'For the dark chocolate cake batter Put the cocoa in a medium heatproof bowl pour 2 cups boiling water over it and whisk until smooth.', 'Let the mixture cool.', 'Sift together the flour baking soda baking powder and salt in a medium bowl and set aside.', 'In a large bowl cream the butter and sugar together until light and fluffy.', 'Beat in the eggs one at time and then stir in the vanilla.', 'Add the flour mixture alternately with the cocoa mixture.', 'Fill the cupcake liners one third full with the banana cake batter.', 'Add the dark chocolate cake batter on top filling the liners about two thirds full.', 'Bake until an inserted toothpick comes out clean 16 to 19 minutes.', 'Allow the cupcakes to cool completely before frosting.', 'For the ganache Melt the chocolate chips and heavy cream in a double boiler stirring the entire time.', 'Stir until completely melted and smooth.', 'Add additional cream as needed a tablespoon at a time.', 'For the buttercream In a large bowl whip the butter until light and fluffy.', 'Gradually add the sweetened condensed milk vanilla banana bakery emulsion and bananas.', 'Whip until smooth and creamy.', 'Pipe the frosting onto the cupcakes.', 'Drizzle with the chocolate ganache using a squeeze bottle or spoon.']",https://www.foodnetwork.com/recipes/chocolate-dipped-banana-cupcakes-with-banana-buttercream-2208227,"['Chocolate Cupcake', 'Cupcake', 'Baking', 'Dessert', 'Banana', 'Fruit', 'Recipes for a Crowd']",,,,,,,,,,,,,,,,,,
Mini-Cupcake Tree,"48 mini-cupcakes, 1 tree","[{'main': ['1 cup all purpose flour', '3/4 cup granulated sugar', '1 teaspoon baking powder', '1/2 teaspoon fine salt', '4 tablespoons unsalted butter melted', '1 large egg beaten', '1/2 cup whole milk', '1 teaspoon pure vanilla extract', 'Zest half a lemon']}, {'frosting': ['8 ounces cream cheese softened', '4 tablespoons unsalted butter softened', '2 1/4 cups confectioners sugar', '1 teaspoon pure vanilla extract', '1 teaspoon lemon juice']}, {'topping': ['Confectioners sugar for dusting', '1 cup shredded sweetened coconut toasted']}]","['For the cupcakes Preheat the oven to 350 degrees F. Line 4 mini muffin pans with paper liners.', 'Whisk the flour with the granulated sugar baking powder and salt in a medium bowl.', 'Lightly whisk in the melted butter egg milk vanilla and zest just until smooth.', 'Divide the batter among the 48 liners filling about 1/2 way.', 'Bake until a toothpick inserted in the center comes out clean about 15 minutes.', 'Cool on a rack for 10 minutes then turn them out of the pan flip upright and cool completely on the rack.', 'For the frosting With a handheld or standing mixer beat the cream cheese with the butter at medium speed until smooth and fluffy.', 'Add the sugar and beat on low speed until combined.', 'Beat in the vanilla and lemon juice.', 'Chill for 10 to 20 minutes while assembling the tree.', 'To make the tree Begin with 1 Styrofoam cone 18 inches tall by 3 3/4 inches in diameter at the base.', 'Trim about 2 inches from the top of the cone and 4 inches from the bottom and discard.', 'Wrap the cone in foil leaving about 2 inches of extra foil on the top to fold over making a more rounded top.', 'Begin inserting toothpicks at the top and skewer a cupcake onto each one.', 'Position as close to each other as possible while working your way around and down.', 'Transfer the frosting to a pastry bag fitted with a star tip.', 'Pipe the frosting onto the cupcakes.', 'Begin on the outside edge and make a spiral motion towards the center of each cupcake.', 'When ready to serve dust the tree with confectioners sugar.', 'Set on a large platter and place toasted coconut around the base for dipping.']",https://www.foodnetwork.com/recipes/food-network-kitchen/mini-cupcake-tree-recipe-1943739,"['Baking', 'Dessert', 'Cupcake', 'Sugar', 'Dairy Recipes', 'Coconut Recipes', 'Fruit', 'Cream Cheese Recipes', 'Recipes for a Crowd']",,,,,,,,,,,,,,,,,,
