Title,Yield,Ingredients,Steps,URL,Tags,,,,,,,,,,
Coconut Bunny Butt Cake,10 to 12 servings,"[{'main': ['2 large eggs plus 4 egg whites at room temperature', '3/4 cup cream of coconut', '1/2 cup drained crushed pineapple', '2 teaspoons coconut extract', '1 teaspoon pure vanilla extract', '2 1/4 cups all purpose flour plus more for the bowl', '1 cup sugar', '2 teaspoons baking powder', '1/2 teaspoon fine salt', '12 tablespoons unsalted butter cut into pieces at room temperature plus more for greasing bowl']}, {'frosting': ['3 cups confectioners sugar sifted', '2 sticks unsalted butter at room temperature', '1 to 2 tablespoons milk', '1 teaspoon vanilla extract', '1/2 teaspoon coconut extract']}, {'topping': ['Thin pretzel sticks for securing the cupcakes', 'One 10 ounce bag sweetened shredded coconut', '8 drops green food coloring', '2 large round chocolate candies such as Candy Melts', '6 chocolate chips', 'Mini candy coated chocolate eggs for garnish', '5 dried apricots', '3 gummy leaf candies']}]","[' Preheat the oven to 325 degrees F. Butter and flour an 8 inch  ovenproof metal bowl.', 'Line 4 muffin cups with paper liners.', 'For the cake Whisk the eggs and egg whites in a large bowl.', 'Whisk in the cream of coconut pineapple coconut extract and vanilla extract until combined.', 'Whisk together the flour sugar baking powder and salt in another large bowl.', 'Beat in the butter one piece at a time with an electric mixer on low speed until the mixture resembles coarse meal.', 'Add half the egg mixture and beat on high until fluffy 1 to 2 minutes.', 'Beat in the remaining egg mixture until combined scraping down the sides of the bowl as needed.', 'Fill the muffin cups each 2/3 full then pour the remaining batter into the prepared bowl.', 'Bake until a cake tester inserted in the center of each cake comes out clean 18 to 20 minutes for the cupcakes and 1 hour 30 minutes to 1 hour 40 minutes for the bowl.', 'Remove the cakes to a wire rack and let cool in their pans for 15 minutes then turn them out and let cool completely.', 'For the buttercream Beat the confectioners sugar and butter together with an electric mixer on low speed until well combined then beat on high speed until light and fluffy 1 to 2 minutes.', 'Beat in 1 tablespoon of the milk and the vanilla and coconut extracts until light and spreadable 2 to 3 minutes more adding up to 1 tablespoon more milk if the frosting is too stiff.', 'With a serrated knife trim the flat bottom of the bowl shaped cake so it lies flat on a plate rounded side up and frost with a layer of buttercream.', 'Remove the wrappers from the cupcakes and anchor 2 of them with a pretzel stick each at the base of the cake to make the bunny s feet .', 'Cut the third cupcake in half from top to bottom.', 'With pretzel sticks attach the cupcake halves to the top of the feet with the cut side facing down and the rounded ends positioned to be the heels of the feet.', 'Attach the last cupcake with a pretzel stick to the lower half of the top of the cake to make a tail.', 'Frost the cupcakes with the remaining frosting.', 'Wipe away any frosting that has smeared on the cake plate.', 'Pat about 1 1/2 cups shredded coconut all over the cake.', 'Put the remaining coconut in a large zip top plastic bag.', 'Mix the green food coloring with 2 teaspoons water and add to the bag.', 'Toss and massage the coconut until it is uniformly green in color.', 'Press the chocolate candies into the bottoms of the bunny feet with the larger candy at the top and the smaller ones underneath so they resemble the pads of the toes.', 'Spread the green coconut all around the cake plate to make grass and decorate with candy eggs.', 'Flatten the apricots with a rolling pin and roll into carrot shapes.', 'Cut the leaves in half crosswise and use scissors to snip them to resemble carrot tops.', 'Insert the carrot tops into the wider end of the apricot carrots and arrange them in the grass around the bunny.']",https://www.foodnetwork.com/recipes/food-network-kitchen/coconut-bunny-butt-cake-3588513,"['Coconut Cake', 'Cake', 'Coconut Recipes', 'Fruit', 'Easter Desserts', 'Dessert', 'Easter', 'Baking', 'Spring']",,,,,,,,,,
Pumpkin Caramel Skillet Cake with Maple Glaze,One 12-inch cake,"[{'easy_caramel_sauce': ['1/2 packed cup brown sugar', '1/4 cup half and half', '2 tablespoons butter', 'Pinch salt', '2 teaspoons vanilla extract']}, {'main': ['1/2 cup butter at room temperature plus additional for greasing the skillet', '2 1/2 cups all purpose flour', '2 teaspoons pumpkin pie spice', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/2 teaspoon salt', '1 1/2 cups granulated sugar', '1 cup pure pumpkin filling', '1 large egg', '1 teaspoon vanilla extract']}, {'frosting': ['1/2 cup pure maple syrup', '2 tablespoons butter', '1 cup sifted confectioners sugar']}]","[' For the easy caramel sauce Preheat the oven to 350 degrees F. Mix the brown sugar half and half butter and salt in a saucepan over medium low heat.', 'Cook whisking gently until it thickens about 5 minutes.', 'Add the vanilla and cook to thicken further 1 more minute.', 'Remove from the heat and set aside to cool slightly.', 'For the pumpkin cake Grease the bottom and sides of a 12 inch skillet with butter or nonstick spray.', 'In a large bowl combine the flour pumpkin pie spice baking powder baking soda and salt.', 'Make a well in the center of the flour mixture and add in the butter granulated sugar pumpkin egg and vanilla extract.', 'Mix by hand until fully incorporated.', 'Once combined press half of the mixture into the bottom of the skillet making sure the batter goes halfway up the sides.', 'Pour the cooled caramel over the batter.', 'Drop the remaining pumpkin cake batter over the caramel by the spoonful covering the caramel as well as you can.', 'Bake until the edges are firm and golden 22 to 28 minutes.', 'For the maple glaze Meanwhile bring the maple syrup and butter to a low boil in a small saucepan over medium high heat stirring constantly about 2 minutes.', 'Remove from the heat and gradually whisk in the confectioners sugar until smooth.', 'Continue to whisk until the mixture begins to thicken and cool slightly about 1 minute.', 'Allow the cake to cool in the skillet for 5 minutes.', 'Pour the maple glaze over the cake and serve immediately.']",https://www.foodnetwork.com/recipes/pumpkin-caramel-skillet-cake-with-maple-glaze-3414470,"['Skillet Recipes', 'Cake', 'Pumpkin']",,,,,,,,,,
Pass The Garden Cake,12 to 15 servings,"[{'tomatoes': ['3 red fruit chews', '4 sprigs fresh mint']}, {'carrots': ['3 orange fruit chews', '4 sprigs fresh mint']}, {'eggplant': ['8 purple fruit chews', '2 green fruit chews']}, {'lettuce': ['6 green fruit chews', '3 yellow fruit chews']}, {'bunny_butt_and_feet': ['1 regular marshmallow', '1 tablespoon vanilla frosting', '1 tablespoon desiccated coconut or finely ground sweetened flake coconut', '1 mini marshmallow', '1 tube pink decorating icing or writing gel', '2 yogurt covered almonds']}, {'sunflowers': ['1/3 cup blanched sliced almonds', '10 to 12 drops yellow food coloring', '4 mini chocolate cupcakes with chocolate frosting', '4 teaspoons chocolate sprinkles', '8 sprigs fresh mint']}, {'main': ['One 1/2 or 1/4 sheet cake with chocolate frosting no piping or border', 'One 16 ounce container green frosting', '1 1/2 cups ground chocolate sandwich cookies with chocolate filling', 'Two 13.5 ounce cans vanilla rolled wafer cookies such as Pirouette']}]","[' For the tomatoes Knead the red fruit chews together in your hands until soft and pliable.', 'Divide into 4 equal pieces and roll into small balls.', 'Use a skewer to make wrinkles in the top and drill a small hole in each.', 'For the carrots Knead the orange fruit chews in your hands until soft and pliable.', 'Divide into 4 equal pieces and form each piece into a carrot shape.', 'Drill a hole in the top of each with a skewer.', 'For the eggplant Knead the purple fruit chews together in your hands until soft and pliable.', 'Divide into 4 equal pieces and form each piece into an eggplant shape.', 'Knead the green fruit chews in your hands until soft and pliable.', 'Divide into 4 equal pieces form each piece into a stem shape and place one on each eggplant.', 'For the lettuce Knead the green and yellow fruit chews together in your hands until soft pliable and evenly mixed.', 'Divide into 4 equal pieces.', 'Roll out each piece into a 4 inch long rope and lightly press to flatten.', 'Roll up each rope to form concentric circles like a head of lettuce flaring out the outer layer to form leaves.', 'For the bunny butt and feet Place the regular marshmallow on the end of a skewer and frost it entirely with the frosting.', 'Roll the marshmallow in the coconut to completely coat.', 'Remove from the skewer.', 'Dab a small dollop of the white frosting on the flat side of the regular marshmallow to use as glue towards the top in the 12 o clock position.', 'Glue on the mini marshmallow to create a bunny tail.', 'To make bunny feet use the pink icing to pipe paw pads onto each almond.', 'Dab 2 small dollops of the white frosting on the flat side of the regular marshmallow to use as glue towards the bottom in the 4 and 8 o clock positions.', 'Glue on the bunny feet.', 'For the sunflowers Line a baking sheet with parchment paper.', 'In a small bowl combine the almonds yellow food coloring and 1/2 teaspoon water and mix until the almonds are yellow.', 'Spread out on the lined baking sheet to dry.', 'Insert the almond slices into the frosting around the edge of the mini cupcakes in 2 rows to mimic the petals of a sunflower.', 'Carefully sprinkle the center of each cupcake with the chocolate sprinkles to mimic sunflower seeds.', 'For the cake assembly If using a 1/2 sheet cake use a toothpick to draw a 12 by 8 inch rectangle in the center of the cake 1 1/2 inches from the edges.', 'This rectangle will be the dirt garden plot.', 'Cut about 58 of the rolled wafer cookies in half and set aside.', 'If using a 1/4 sheet cake draw a 10 by 6 1/2 inch rectangle in the center of the cake 1 inch from the edges to form the dirt garden plot.', 'Cut about 36 of the rolled wafer cookies in half and set aside.', 'Fill a large resealable plastic bag with the green frosting.', 'Using a toothpick punch 8 to 10 holes in one of the corners along the bottom of the bag.', 'Squeeze the bag and pipe grass in the border around the garden plot.', 'Carefully spread an even layer of the ground cookies inside the rectangle to create dirt for the garden plot.', 'Using the remaining ground cookies make 4 evenly spaced long dirt mounds in the plot.', 'Press the rolled wafer cookie halves around the outside of the cake to form a fence.', 'Place the eggplants along one of the dirt mounds.', 'Place the carrots along the second dirt mound and plant some into the dirt.', 'Insert mint sprigs into the top of the carrots to create carrot tops.', 'Place the lettuce heads along the third dirt mound.', 'Place the tomatoes along the fourth with mint sprigs to mimic vines.', 'Place a sunflower mini cupcake in each corner of the garden and place 2 mint sprigs around each to mimic leaves.', 'Place the bunny butt in the garden plot.']",https://www.foodnetwork.com/recipes/pass-the-garden-cake-5175790,"['Cake', 'Spring']",,,,,,,,,,
Heirloom Carrot Spoon Cake,10 servings,"[{'main': ['1 box spice cake mix', '1 box instant butterscotch pudding mix', '1 cup water', '2 cups shredded carrots', '3/4 cup canola oil', '4 eggs', '1 can crushed pineapple', '1 cup sour cream']}]","[' Spray a 5 quart slow cooker with butter flavored cooking spray.', 'Combine all ingredients in large mixing bowl.', 'Beat with an electric mixer on medium speed for 2 minutes.', 'Transfer to slow cooker.', 'Cover and cook on LOW for 4 1/2 to 6 hours.', 'Serve warm.']",https://www.foodnetwork.com/recipes/sandra-lee/heirloom-carrot-spoon-cake-recipe-1950708,"['American', 'Cake', 'Egg Recipes', 'Fruit', 'Pineapples', 'Carrot Recipes', 'Dessert', 'Slow-Cooker']",,,,,,,,,,
German Wedding Cake,"One 9-by-13-inch cake, about 15 large slices","[{'main': ['All purpose flour for dusting pan', '1 box German chocolate cake mix', 'Butter for greasing pan', '1 cup sweetened shredded coconut', '1/4 cup chopped pecans', '1/2 cup fresh or frozen and thawed whole cherries pitted and minced', '1/2 cup brandy', '1/2 cup simple syrup', 'Pinch ground cinnamon', 'Pinch ground nutmeg']}, {'garnish': ['1 cup heavy cream', '1 tablespoon butter', '8 ounces bittersweet chocolate chips', '2 cups fresh or frozen and thawed whole cherries pitted', 'Chopped chocolate']}]","[' For the cake Preheat the oven to 350 degrees F. Butter and flour a 9 by 13 inch baking pan.', 'Prepare the cake mix according to package instructions.', 'In a large bowl combine the cake batter with the coconut and pecans.', 'Stir until just mixed.', 'In a small saucepan combine the cherries brandy and simple syrup.', 'Place the mixture over medium low heat and simmer until the liquid is reduced to a thick syrup.', 'Remove from the heat and let cool.', 'Pour half the cake batter into the prepared baking pan.', 'Top with the cherry mixture.', 'Pour the remaining cake batter over top and smooth lightly.', 'Bake the cake according to package instructions about 35 minutes adding a few minutes.', 'The cake is ready when a toothpick inserted in the center comes out clear of batter.', 'Let the cake cool a few minutes before slicing.', 'For the garnish In a small saucepan heat the heavy cream and butter over medium low heat.', 'When the cream is just up to a simmer remove from the heat and stir in the chocolate.', 'Stir until the chocolate is melted and smooth.', 'Slice the cake and drizzle the melted chocolate over each slice.', 'Garnish with a few whole cherries and some chopped chocolate.']",https://www.foodnetwork.com/recipes/german-wedding-cake-recipe-2126011,"['Easy Dessert Recipes', 'Dessert', 'Easy Baking', 'Chocolate Cake', 'Cake', 'Coconut Cake', 'Coconut Recipes', 'Fruit', 'Baking', 'German Chocolate Cake']",,,,,,,,,,
Stuffed Artichoke Cake,10 to 12 servings,"[{'main': ['Nonstick cooking spray', '1 16 to 18 ounce box yellow cake mix', '1 16 ounce container marshmallow cream', '3 sticks unsalted butter at room temperature', '1/2 cup confectioners sugar', 'Green and red food coloring', '1 12 ounce bag green candy melts', '12 red candy melts', '1 tablespoon vegetable shortening', '3 tablespoons unsweetened shredded coconut']}]","[' Preheat the oven to 350 degrees F. Coat the inside of a 1 quart ovenproof bowl and a 2 cup ovenproof measuring cup with cooking spray.', 'Prepare the cake mix as the label directs.', 'Pour 2 cups batter into the measuring cup and the rest into the bowl.', 'Bake the cakes until a toothpick inserted into the centers comes out clean 35 to 45 minutes.', 'Let cool 15 minutes in the bowl and cup then invert onto a rack to cool completely.', 'Make the frosting Beat the marshmallow cream butter and confectioners sugar with a mixer until fluffy 3 minutes.', 'Tint dark green with green food coloring and a few drops of red.', 'Flip the cakes right side up.', 'Trim the top of the bowl cake to make it level.', 'Cut off a 1 1/2 inch piece from the bottom of the cup shaped cake then trim the top to make it level.', 'Reserve all the cake trimmings.', 'Put the bowl cake on a baking sheet trimmed side up.', 'Spread the top with a layer of frosting then place the cup shaped cake on top wide end down.', 'Freeze about 20 minutes.', 'Melt the green and red candy melts with the shortening in the microwave.', 'Dip the back of 10 plastic spoons in the candy to coat .', 'Place on a separate baking sheet lined with wax paper.', 'Freeze until set no more than 5 minutes.', 'Remove from the freezer.', 'Carefully bend the bowl of the spoon and the handle to release the candy shell.', 'Repeat to make about 80 leaves remelting the candy as needed.', 'Use a paring knife to trim 1 inch from the narrow end of each candy leaf.', 'Save the small trimmed pieces for the top of the cake.', 'Transfer the cake to a serving plate arrange strips of wax paper around the bottom edge of the cake to keep the plate clean.', 'Cover the cake with a generous layer of frosting to make an artichoke shape.', 'Starting at the top center of the cake arrange the small trimmed candy pieces in concentric circles cut edge up cover the entire top.', 'Place rows of the large candy leaves around the side of the cake to cover completely.', 'Chill to set the frosting.', 'Crumble the reserved cake trimmings on a baking sheet.', 'Bake at 350 degrees F stirring until toasted cool.', 'Place the coconut in a resealable bag with 2 drops green food coloring massage until green.', 'Empty into a bowl and crumble in the cake crumbs.', 'Sprinkle the crumb mixture on top of the cake and into the leaves.', 'Refrigerate until ready to serve.']",https://www.foodnetwork.com/recipes/food-network-kitchen/stuffed-artichoke-cake-3364534,"['Cake', 'Dessert']",,,,,,,,,,
Rolo-Stuffed Banana Poke Cake,10 to 12 servings,"[{'main': ['One 16.5 ounce box prepared vanilla cake mix', '30 chocolate covered caramels such as Rolos', 'One 3.4 ounce box instant banana pudding', '2 cups heavy cream', '1 tablespoon sugar', '1 tablespoon pure vanilla extract', '1/2 cup prepared caramel sauce plus more for drizzling', '3 bananas sliced 1/4 inch thick']}]","[' Prepare the cake mix and bake in a 9 by 13 inch baking pan according to package directions.', 'Let cool for 10 minutes.', 'Position the cake with the long end closest to you.', 'Evenly space the chocolate candies in 5 rows down the center of the cake .', 'Use the handle of a wooden spoon to push all of the candies into the cake.', 'Cool completely.', 'Meanwhile prepare the pudding according to the package directions and set aside.', 'Beat together the cream sugar and vanilla in a medium bowl with an electric mixer on medium high speed until soft billowy peaks form 3 to 4 minutes.', 'Spread the caramel sauce over the cooled cake making sure it drips down into the holes.', 'Top with the pudding and then the sliced bananas.', 'Spread the whipped cream over the top.', 'Using an offset spatula create swirls.', 'Drizzle with extra caramel sauce.', 'Cut into pieces and serve.']",https://www.foodnetwork.com/recipes/food-network-kitchen/rolo-stuffed-banana-poke-cake-3694294,"['Cake', 'Banana', 'Fruit', 'Dessert']",,,,,,,,,,
Graffiti Cake,12 servings,"[{'main': ['7 ounces butter softened plus more for greasing', '1 1/2 cups packed light brown sugar', 'Seeds from 1 vanilla pod or 1/2 teaspoon vanilla extract', '5 large eggs lightly beaten', '1 1/2 cups self rising flour']}, {'syrup': ['1 cup sugar', '3/4 cup water', 'For the buttercream', '3 1/2 sticks or 28 tablespoons unsalted butter softened', 'Seeds from 1/2 vanilla pod or 1/4 teaspoon vanilla extract', '7 cups powdered sugar']}, {'for_the_graffiti': ['1 1/4 cups sugar', '1/2 cup water', '1/2 cup liquid glucose available in specialty baking stores', 'Food coloring', '1/4 teaspoon vanilla extract']}, {'to_decorate': ['Chocolate shavings optional', 'Berries optional']}]","[' Preheat the oven to 350 degrees F. Butter the bottoms and sides of two 8 inch round cake pans and line the bottoms with parchment paper.', 'To make the cake Cream the butter and sugar together in a bowl until soft and fluffy.', 'Add the vanilla and one egg and beat the mixture like mad then add another egg and beat it well.', 'Add a couple of tablespoons of the flour stir then repeat adding two more eggs one by one beating well between each addition.', 'Add the rest of the flour and mix well to combine.', 'Divide the mixture between the two prepared pans smoothing out the tops.', 'Bake on the middle shelf for 25 to 30 minutes or until a skewer inserted in the center of the cakes comes out clean.', 'The cake will feel springy to the touch be golden brown and will smell cooked.', 'Remove the cakes from the oven and immediately brush with the sugar syrup see below.', 'Cool completely in the pans.', 'Make the sugar syrup While the cakes are cooking put the sugar and water into a small pan over medium low heat and stir until the sugar is dissolved.', 'Turn up the heat and let the mixture boil for 2 minutes.', 'Remove the pan from the heat and set aside.', 'Make the buttercream While the cakes are cooling put the butter and vanilla into a large bowl and beat well with a wooden spoon until it is light and creamy.', 'Add the powdered sugar a little at a time beating until the mixture is combined and becomes lighter.', 'Set aside.', 'To ice the cakes When the cakes are completely cool remove them from the pans.', 'To make icing them easier put them into the freezer for 20 minutes to get them nice and hard.', 'Put a cardboard cake round if you have one onto a plate.', 'Put a small dollop of buttercream onto the round and place one of the cakes on top.', 'Spread the cake with buttercream and place the other cake on top.', 'Now the fun bit spread lots of the buttercream over the sides and top of the cake spread it quite liberally at first then smooth it out round the edges and over the top to give a neat first layer.', 'Put it into the refrigerator or use the freezer if you like me are a little impatient when it comes to cake and let it harden.', 'Once it is hard remove it from the refrigerator or freezer and spread over another layer of buttercream.', 'Try to get it smooth so the edges are really sharp.', 'Put the cake into the refrigerator to set.', 'Make the graffiti Line 2 baking sheets with parchment paper.', 'Have a measuring cup a cup of cold water with a spoon and a cup of cold water with a small pastry brush.', 'Put the sugar into a heavy based medium pot together with the water and liquid glucose over medium heat.', 'Swirl the mixture a little rather than stir it otherwise the glucose can stick to the spoon.', 'Once the sugar has dissolved turn up the heat and let it boil away.', 'If there is any sugar stuck to the side of the pan brush it off with the wet pastry brush.', 'The sugar needs to be cooked for 10 to 15 minutes but check it every 5 minutes to see if it s ready.', 'To check take the teaspoon from the cup and dip it into the hot mixture carefully scooping out a small amount then put the spoon back into the cup and leave it there for a minute or so to cool down.', 'Pick up the spoon and feel the sugar mixture on the end of the spoon.', 'If it has disappeared that shows the mixture is in the very early stages of cooking.', 'Let it boil again and test using the same method if the mixture is soft it is still not ready.', 'It will go through various stages until the hard crack stage the sugar mixture will be rock hard on the end of the spoon when a bit is scooped out and plunged into water and left there for a minute or two.', 'The mixture in the pan will also start to go a very light brownish color.', 'Once the mixture reaches this stage turn off the heat and add a few drops of food coloring and vanilla.', 'Stir as little as you can so it is just combined and then extremely carefully pour the sugar into the jug.', 'Use oven gloves when handling the pan as hot sugar can spit and burn you.', 'Leave to cool for a minute or so then drizzle a long band of graffiti squiggle shapes on the baking parchment.', 'Use a hair dryer to keep the sugar syrup pliable if necessary.', 'The graffiti can be as long as you like but needs to be at least as high as your cake.', 'Once you are satisfied you have enough bands  set the jug down and wait for a few moments for the sugar to harden a little.', 'Remove the cake from the refrigerator.', 'When the graffiti is firm but still pliable carefully peel off the back for the baking parchment and stick the graffiti around the cake.', 'If you have one long piece that can go around that s great but small pieces done patchwork style look good too.', 'Once the sides of the cake are covered you could arrange berries of your choice or chocolate shavings on top.']",https://www.foodnetwork.com/recipes/graffiti-cake-2040835,"['Cake', 'Dessert']",,,,,,,,,,
Gooey Gooey Cake,10 to 12 servings,"[{'main': ['Nonstick cooking spray or butter for preparing the baking pan', 'One 15.25 ounce box classic yellow cake mix', '1/2 cup unsalted butter melted', '2 large eggs room temperature']}, {'gooey_top_layer': ['2 cups confectioners sugar plus more for garnish', 'One 8 ounce package cream cheese room temperature', '1/2 teaspoon vanilla extract', 'Pinch of salt', '2 large eggs room temperature']}]","[' For the bottom cake layer Preheat the oven to 350 degrees F. Liberally prepare a 9 by 13 inch baking pan with the nonstick method of your choice.', 'Line the pan with parchment paper then grease the parchment.', 'In a large bowl whisk together the yellow cake mix butter and eggs until combined and thick.', 'Evenly pat the batter into the bottom of the prepared pan.', 'For the gooey top layer In the bowl of a stand mixer fitted with the whisk attachment beat the sugar cream cheese vanilla extract salt and eggs over low speed.', 'Once the sugar is fully incorporated turn the mixer speed to high.', 'Continue beating until all ingredients are well blended.', 'Pour the batter into the prepared pan on top of the bottom layer and spread it evenly across the pan using a spatula.', 'Bake for 30 to 35 minutes.', 'The center should still be gooey and will look under baked.', 'Let cool on a wire rack for 10 to 15 minutes.', 'Serve in the pan at room temperature.']",https://www.foodnetwork.com/recipes/gooey-gooey-cake-3473399,"['Baking', 'Dessert', 'Cake', 'Cream Cheese Recipes']",,,,,,,,,,
Fish Cakes with Chipotle Cream,4 servings,"[{'chipotle_cream': ['1/2 cup light sour cream', '1 canned chipotle chili minced', '2 tablespoons lime juice', '1/2 teaspoon grated lime zest', '1/2 teaspoon sugar', '1/4 teaspoon salt']}, {'sauteed_peppers_and_onions': ['2 tablespoons olive oil', '3 stalks celery cut into thin slivers', '1 1/2 red peppers cut into thin slivers', '1 1/2 green peppers cut into thin slivers', '1/2 onion cut into thin slivers', 'Chopped cilantro', 'Salt and pepper']}, {'mixed_green_salad': ['1 bag store bought mixed salad greens', '1/4 cup olive oil', '2 tablespoons white wine vinegar', 'Salt']}]","[' Blend the mayonnaise egg and lime juice in a large mixing bowl.', 'Flake the cod into small pieces and add to the bowl.', 'Mix in the celery and salt.', 'Pulse the bread in a blender or food processor to make fine crumbs.', 'Pour the crumbs on a sheet of waxed paper.', 'Form the cod mixture into 8 patties.', 'Gently place each patty in the bread crumbs and using a pancake spatula turn to coat evenly.', 'Heat the oil in a large heavy skillet over medium heat.', 'Place 4 fish cakes in the skillet and cook until the crumbs are golden brown about 5 minutes per side turn carefully.', 'Repeat with the remaining fish cakes adding more oil as necessary.', 'Serve with the chipotle cream.', 'Combine all ingredients in a small bowl.', 'In a large skillet heat the olive oil and saute the vegetables until tender.', 'Dress the salad greens lightly with olive oil and vinegar.', 'Sprinkle with coarse salt to taste.']",https://www.foodnetwork.com/recipes/fish-cakes-with-chipotle-cream-recipe-1911979,"['Easy Main Dish', 'Main Dish', 'Easy Breakfast Recipes', 'Breakfast', 'Easy Lunch Recipes', 'Lunch', 'Skillet Recipes', 'American', 'Cake', 'Cod Recipes']",,,,,,,,,,
Eggnog Dump Cake,6 to 8 servings,"[{'main': ['1 1/2 sticks unsalted butter', 'Nonstick cooking spray for the pan and spatula', 'One 15.25 ounce box yellow cake mix', 'One 3.4 ounce box instant vanilla pudding mix', '1 cup eggnog', '1 cup roughly chopped pecan halves', '1/4 cup sugar', '1/2 teaspoon ground nutmeg plus more for serving', 'Whipped cream for serving', 'Caramel sauce for serving']}]","[' Preheat the oven to 350 degrees F. Put the butter in an 8 by 8 inch nonstick cake pan and place it in the oven while it preheats.', 'When the butter is melted remove the pan from the oven and spray the edges with cooking spray.', 'Evenly sprinkle the cake mix over the melted butter.', 'Using a rubber spatula stir to combine and then press the mixture into an even layer.', 'Evenly sprinkle the pudding mix over the top then pour the eggnog all over tilting the baking dish to distribute.', 'Top with the pecans sugar and nutmeg.', 'Bake until the top is golden brown and mostly set but still a little bit jiggly all over 40 to 45 minutes.', 'Run a butter knife around the edges to loosen then let cool for 30 minutes.', 'Scoop into bowls while still warm and top with swirls of whipped cream a drizzle of caramel sauce and more ground nutmeg.', 'If not eating warm transfer cake from baking dish to a storage container .']",https://www.foodnetwork.com/recipes/food-network-kitchen/eggnog-dump-cake-9371586,"['Cake', 'Dessert', 'Christmas']",,,,,,,,,,
Apricot Clafouti,8 servings,"[{'lemon_vanilla_whipped_cream': ['1 1/2 cups heavy cream chilled', '2 tablespoons sugar', '1 1/2 teaspoons vanilla extract', '1/2 teaspoon grated lemon zest']}, {'main': ['Lemon Vanilla Whipped Cream for topping optional', '1 teaspoon grated lemon zest', 'Two 15.25 ounce cans apricots drained and gently rinsed', '1/4 teaspoon kosher salt', '1 teaspoon vanilla extract', '1/2 cup heavy cream', '3 tablespoons all purpose flour', '1/3 cup plus 2 tablespoons sugar', '2 large eggs separated', 'Unsalted butter for greasing the pie plate', 'Deselect All']}]","[' Preheat the oven to 375 degrees F. Butter a 9 to 10 inch shallow pie plate.', 'Combine the egg yolks and 1/3 cup of the sugar in a large bowl.', 'Using an electric mixer beat on medium high speed until ribbons form when you lift the beater just slightly out of the batter about 3 minutes.', 'Add the flour heavy cream and vanilla extract.', 'Reduce the speed to low and beat until thoroughly blended stopping the mixer occasionally to scrape down the sides of the bowl with a rubber spatula.', 'Slide the prepared pie plate into the oven to preheat for 4 to 5 minutes.', 'Meanwhile whisk together the egg whites and salt in a small bowl for 30 seconds add to the batter and beat with the mixer on low speed until just incorporated 1 to 2 minutes.', 'Combine the apricots lemon zest and the remaining 2 tablespoons sugar in a medium bowl and gently stir until the apricots are thoroughly coated.', 'Remove the pie plate from the oven pour in the apricots in a decorative pattern and top with the batter.', 'Bake until set in the middle 30 to 35 minutes.', 'Serve warm with a small dollop of the whipped cream if using.', 'Add the heavy cream sugar vanilla and lemon zest to a stand mixer fitted with the whisk attachment.', 'Whip just until soft peaks form.']",https://www.foodnetwork.com/recipes/valerie-bertinelli/apricot-clafouti-3214221,"['Cake', 'Egg Recipes', 'Apricot', 'Fruit', 'Dairy Recipes', 'Dessert']",,,,,,,,,,
