Title,Yield,Ingredient,Steps,URL,Tags,,,,,,,,,,,,,,,
Blueberry Coffee Cake,12 servings,"[{'for_the_streusel': [' 3/4 cup all purpose flour or gluten free flour ', ' 1/4 cup granulated sugar ', ' 2 tablespoons brown sugar ', ' pinch of salt ', ' 1/4 cup unsalted butter cold ']}, {'main': [' 2 1/4 cups all purpose flour or gluten free flour ', ' 2 1/4 teaspoons baking powder ', ' 3/4 teaspoon salt ', ' 3/4 cup canola oil ', ' 1 cup 2 tablespoons granulated sugar ', ' 3 tablespoons lemon juice ', ' 1 tablespoon lemon zest ', ' 1 1/4 teaspoons lemon extract ', ' 1/2 teaspoon vanilla extract ', ' 3 large eggs room temperature ', ' 2 cups fresh blueberries rinsed and patted dry ']}, {'for_the_gluten_free_version_mix_together': [' 2 cups rice flour ', ' 2/3 cup potato starch ', ' 1/3 cup tapioca flour / starch ', ' 1 teaspoon xanthan gum ']}]","['Preheat the oven to 340 F and line an 8 x 8 pan with parchment paper.', 'Prepare the streusel.', 'In a medium mixing bowl stir together the flour granulated sugar brown sugar and salt.', 'Add in the butter using your hands and mix together until coarse crumbs form.', 'Place the bowl in the refrigerator while preparing the cake batter.', 'In a medium mixing bowl stir together the flour baking powder and salt.', 'Set aside.', 'In a large mixing bowl stir together the oil sugar lemon juice lemon zest lemon extract vanilla extract and eggs.', 'Once well combined gently fold in the flour mixture.', 'Do not over mix.', 'Carefully fold in the blueberries.', 'Pour into the prepared pan and sprinkle the streusel evenly over the top.', 'Bake for 45 50 minutes or until a toothpick inserted in the center of the cake comes out clean.', 'A few moist crumbs are okay but there shouldn t be wet batter on the toothpick.', 'Let cool for 15 minutes and then serve.', 'Cover and store leftovers at room temperature for up to 3 days.']",https://www.mybakingaddiction.com/blueberry-coffee-cake/,"['cake', 'blueberries', 'breakfast', 'brunch', 'cake', 'lemon', 'spring desserts']",,,,,,,,,,,,,,,
Mini Vanilla Bean Cakes,12 mini cakes,"[{'main': [' 2 1/4 cups cake flour ', ' 1 tablespoon baking powder ', ' 1/2 teaspoon salt ', ' 1 1/4 cups whole milk room temperature ', ' 4 large egg whites room temperature ', ' 1 stick unsalted butter at room temperature ', ' 1 1/2 cups sugar ', ' seeds scraped from one vanilla bean ', ' 2 teaspoons pure vanilla extract ']}, {'frosting': [' 2 sticks unsalted butter softened ', ' 1 pound powdered sugar sifted ', ' 2 teaspoons clear vanilla extract ', ' 2 4 tablespoons heavy cream or milk ']}, {'to_decorate': [' edible Easter grass ', ' pastel sprinkles ', ' 12 Campfire EggSwirlers ']}]","['Center a rack in the oven to 350 F. Spray a nonstick cupcake pan or mini cake pan with nonstick cooking spray.', 'In a large bowl sift together the flour baking powder and salt.', 'In a medium bowl whisk together the milk and egg whites.', 'In the bowl of a stand mixer fitted with the paddle attachment or with a hand mixer beat the butter sugar and vanilla bean seeds at medium speed for 3 minutes or until the butter and sugar are very light.', 'Add in the vanilla extract and one third of the flour mixture still beating on medium speed.', 'Beat in half of the milk egg mixture then beat in half of the remaining dry ingredients until well incorporated.', 'Add the rest of the milk and eggs beating until the batter fully incorporated and smooth then add the last of the dry ingredients.', 'Once ingredients are thoroughly incorporated give the batter a good 2 minute beating to ensure that it is thoroughly mixed and well aerated.', 'Using a large scoop  distribute the batter between 24 cupcake wells filling each well 2/3 full.', 'Bake for 18 22 minutes or until a toothpick inserted into the centers come out clean.', 'Cool on wire rack.', 'In the bowl of a stand mixer fitted with the paddle attachment cream the butter on medium speed until light and fluffy about 5 minutes.', 'With the mixer on low speed slowly add in the powdered sugar and continue beating until well blended.', 'Add in vanilla and 1 tablespoon of heavy cream or milk.', 'Blend on low speed until moistened.', 'Beat at high speed until frosting is smooth and fluffy about 5 minutes.', 'If desired add in additional milk or heavy cream one teaspoon at a time until you reach the desired consistency.', 'Use a knife to cut the domed portion off of each cupcake to create a flat surface.', 'These scraps can be used to snack on or make cake balls.', 'Pipe prepared frosting onto the cut surfaces of 12 of the mini cakes.', 'Place another mini cake directly onto the frosting to create 12 mini layered cakes.', 'Top with additional frosting and decorations such as edible Easter grass pastel sprinkles and Campfire EggSwirlers.']",https://www.mybakingaddiction.com/mini-vanilla-bean-cakes/,"['cake', 'cupcakes', 'easter recipes', 'cake', 'cupcakes', 'easter recipes']",,,,,,,,,,,,,,,
Instant Pot Oreo Cheesecake,6 servings,"[{'main': [[' 12 whole Oreo cookies crushed into crumbs ', ' 2 tablespoons salted butter melted ', ' 16 ounces cream cheese room temperature ', ' 1/2 cup granulated sugar ', ' 2 large eggs room temperature ', ' 1 tablespoon all purpose flour ', ' 1/4 cup heavy cream ', ' 2 teaspoons pure vanilla extract ', ' 8 whole Oreo cookies coarsely chopped ', ' 1 cup whipped cream or whipped topping ', ' 8 whole Oreo cookies coarsely chopped ', ' chocolate sauce optional ']]}]","['Tightly wrap the bottom of 7 inch springform pan in foil and spray the inside of the pan with non stick cooking spray.', 'In a small bowl stir together the 12 crushed Oreo cookies and melted butter and press the crumbs into the bottom of the prepared pan.', 'Place pan in freezer for 10 15 minutes.', 'In the bowl of your stand mixer fitted with the paddle attachment or in a large bowl with an electric mixer beat the cream cheese until smooth.', 'Add sugar and mix until combined.', 'Add eggs one at a time fully incorporating each before adding the next.', 'Making sure to scrape down the bowl in between each egg.', 'Add in the flour heavy cream and vanilla and mix until smooth.', 'Fold in 8 chopped Oreo cookies and pour batter into prepared pan.', 'Cover the top of the pan with a piece of foil.', 'Pour 1 1/2 cups of water into the Instant Pot and place the trivet in the bottom of the pot.', 'Create a foil sling by folding a 20 inch long piece of foil in half lengthwise two times.', 'This sling will allow you place and remove the springform pan with ease.', 'Place the cheesecake pan in the center of the sling and carefully lower the pan into the Instant Pot.', 'Fold down the excess foil from the sling to ensure the pot closes properly.', 'Lock the lid into place and make sure the vent is closed sealing .', 'Press the Manual button and cook on high pressure for 35 minutes.', 'When the Instant Pot beeps hit the Keep Warm/Cancel button to turn off the pressure cooker.', 'Allow the pressure to release naturally for 10 minutes and then do a quick release to release any pressure remaining in the pot.', 'Carefully unfold the foil sling and remove the cheesecake from the pot to a cooling rack using the foil sling handles .', 'Uncover the cheesecake and allow it to cool to room temperature.', 'Once the cheesecake has cooled refrigerate it for at least 8 hours or overnight.', 'Before serving top with whipped cream chopped Oreo cookies and a drizzle of chocolate sauce.']",https://www.mybakingaddiction.com/instant-pot-oreo-cheesecake/,"['cheesecake', 'epicurious 2', 'instant pot', 'pressure cooker', 'cheesecake', 'instant pot', 'pressure cooker']",,,,,,,,,,,,,,,
Date Cake,24 servings,"[{'main': [[' 1 8 ounce package chopped pitted dates ', ' 1 1/2 cups boiling water ', ' 1 1/2 teaspoons baking soda ', ' 3/4 cup vegetable shortening ', ' 1 cup granulated sugar ', ' 2 larges eggs lightly beaten ', ' 2 teaspoons pure vanilla extract ', ' 2 cups all purpose flour ', ' 1 teaspoon baking powder ', ' 1/2 teaspoon salt ', ' 1 1/2 cups semi sweet chocolate chips ', ' 1/3 cup chopped Fisher walnuts ', ' 1/4 cup coarse sparkling sugar optional ']]}]","['Preheat oven to 350 F. Line the bottom of a 9 x 13 inch pan with parchment paper and spray with nonstick cooking spray.', 'Place dates into a medium heat resistant bowl and pour boiling water over the dates.', 'Stir in baking soda.', 'The mixture may foam up a bit this is completely normal.', 'Set bowl aside to cool for 15 20 minutes.', 'Once dates have cooled use an electric mixer to cream together the shortening and sugar until light and fluffy.', 'Add in eggs and vanilla and mix until fully incorporated.', 'Stir in the dates and liquid.', 'In a medium bowl whisk together the flour baking powder and salt.', 'Gradually add the dry ingredients to the shortening mixture and mix until just combined.', 'Fold in chocolate chips and walnuts.', 'Pour batter into prepared pan and spread the batter evenly.', 'If desired sprinkle the top of the batter with coarse sugar.', 'Bake in preheated oven for 40 45 minutes.', 'Tightly cover leftover cake and store at room temperature for up to 3 days.']",https://www.mybakingaddiction.com/date-cake/,"['cake', 'family recipes', 'nuts', 'cake', 'nuts']",,,,,,,,,,,,,,,
Cherry Cheesecake Cookies,16 cookies,"[{'main': [[' 1 1/4 cups finely crushed graham crackers ', ' 1 cup all purpose flour ', ' 1 1/2 teaspoons baking powder ', ' 1 1/2 sticks unsalted butter softened ', ' 1/2 cup packed light brown sugar ', ' 1 egg separated ', ' 4 ounces cream cheese softened ', ' 1/4 cup granulated sugar ', ' 1/2 teaspoon vanilla extract ', ' cherry pie filling ']]}]","['Preheat the oven to 350 F. Line baking sheets with parchment paper or silicone baking mats.', 'In a large bowl whisk together the graham cracker crumbs flour and baking powder.', 'In a medium bowl with an electric mixer beat together the butter and brown sugar until light and fluffy about 2 minutes.', 'Add the egg white and beat until well combined.', 'Stir graham cracker mixture into butter mixture until just combined.', 'In another medium bowl beat together the cream cheese and granulated sugar until combined.', 'Add in egg yolk and vanilla and mix until smooth.', 'Using a medium cookie scoop  scoop out the cookie dough and place on prepared baking sheets.', 'Flatten slightly pressing your thumb or a round measuring teaspoon into the center of the ball to create a small bowl shape.', 'Repeat with the remaining dough.', 'Spoon or pipe the cream cheese mixture into the indents of the cookies.', 'Bake in preheated oven for 12 minutes or until the filling is barely set and the cookies are lightly golden.', 'Allow to cool 5 minutes on the baking sheets before removing them and cooling completely on a wire rack.', 'Spoon cherry pie filling onto cooled cookies just before serving.']",https://www.mybakingaddiction.com/cherry-cheesecake-cookies/,"['cheesecake', 'cherries', 'christmas', 'cookies', 'epicurious 2', 'holiday cookie swap ideas', 'holiday cookies', 'holiday favorites', 'holidays', 'cheesecake', 'cherries', 'cookies']",,,,,,,,,,,,,,,
Caramel Apple Cake with Salted Caramel Frosting,18 servings,"[{'main': [' 1 3/4 cups all purpose flour or gluten free flour blend ', ' 1 tablespoon 1 teaspoon ground cinnamon divided ', ' 1/2 teaspoon ground nutmeg ', ' 1 teaspoon baking soda ', ' 1/2 teaspoon salt ', ' 1 cup brown sugar ', ' 3/4 cup 1 tablespoon granulated sugar divided ', ' 1 cup canola oil ', ' 3 large eggs room temperature ', ' 2 teaspoons vanilla extract ', ' 3 1/3 cups peeled and diced apples ']}, {'for_the_gluten_free_flour_blend': [' 1 cup rice flour ', ' 1/3 cup potato flour ', ' 2 tablespoons 2 teaspoons tapioca flour ', ' 1/2 teaspoon xanthan gum ']}, {'frosting': [' 1/2 cup unsalted butter ', ' 1 cup brown sugar ', ' 2/3 cup whipping cream ', ' 2 teaspoons vanilla extract ', ' 1/4 1/2 teaspoon salt ', ' 1 1/2 cups powdered sugar ']}]","['Preheat the oven to 350 F. Line a 9 x 13 baking pan with a piece of parchment paper or alternatively spray the pan with baking spray.', 'In a medium mixing bowl stir together the flour 1 tablespoon cinnamon nutmeg baking soda and salt.', 'Set aside.', 'In a large mixing bowl stir together the brown sugar granulated sugar oil eggs and vanilla until thoroughly combined.', 'Add in the flour mixture and mix just until well combined.', 'Place the apples in a small bowl and sprinkle the remaining 1 tablespoon granulated sugar and 1 teaspoon ground cinnamon over the apples.', 'Stir to coat the apples in the cinnamon sugar.', 'Fold the apples into the batter.', 'Pour the batter into the prepared pan and bake for 33 40 minutes or until a toothpick inserted in the center comes out clean.', 'Let cool completely before frosting.', 'Prepare the frosting.', 'Melt the butter in a medium saucepan over medium heat.', 'Stir in the brown sugar and whipping cream.', 'Once the mixture starts bubbling stop stirring.', 'Let the mixture come to a full boil and boil for 1 minute without stirring.', 'Remove the pan from the heat.', 'Stir in the vanilla 1/4 teaspoon salt and gradually add the powdered sugar.', 'Whisk until the powdered sugar is fully incorporated and no lumps of sugar remain.', 'Add the remaining 1/4 teaspoon salt if desired.', 'Once the cake has cooled spread the frosting over the top and refrigerate any leftovers for up to 4 days.', 'Let come to room temperature before serving.']",https://www.mybakingaddiction.com/caramel-apple-cake-recipe/,"['apples', 'cake', 'epicurious 2', 'gluten free', 'salted caramel', 'apples', 'cake', 'gluten free', 'salted caramel']",,,,,,,,,,,,,,,
Salted Caramel Cheesecake,8-12 servings,"[{'main': [[' 2 1/3 cups Snyders Salted Caramel Pretzel Pieces crushed in a food processor until they form fine crumbs ', ' 5 tablespoons salted Challenge Butter melted ', ' 32 ounces cream cheese room temperature ', ' 1 cup granulated sugar ', ' 4 large eggs room temperature ', ' 1/2 cup heavy cream ', ' 1 tablespoon pure vanilla extract or vanilla bean paste ', ' homemade salted caramel sauce ']]}]","['Preheat oven to 325 F. Tightly wrap a 9 inch springform pan in heavy duty foil.', 'This step prevents leaks when using a water bath.']",https://www.mybakingaddiction.com/salted-caramel-cheesecake-recipe/,"['autumn desserts', 'cheesecake', 'salted caramel', 'autumn dessert', 'cheesecake', 'salted caramel']",,,,,,,,,,,,,,,
No Bake Pumpkin Cheesecake and Hassle-Free Thanksgiving Tips,6-8 servings,"[{'main': [[' 16 Biscoff cookies crushed into crumbs ', ' 3 tablespoons unsalted butter melted ', ' 1 package cream cheese softened ', ' 1/2 cup powdered sugar ', ' 3/4 cup canned pumpkin puree ', ' 1 teaspoon pure vanilla extract ', ' 2 1/2 teaspoons pumpkin pie spice ', ' 1 tub frozen whipped topping thawed ', ' whipped topping ', ' homemade salted caramel sauce ', ' Biscoff cookie crumbs ']]}]","['In a medium bowl stir together the Biscoff cookie crumbs and melted butter.', 'Evenly divide the crumbs between your individual serving dishes and press into the bottoms of the dishes to form a crust layer.', 'In a large bowl with an electric mixer beat the cream cheese and powdered sugar on medium high speed until smooth and creamy.', 'Add in pumpkin puree vanilla and pumpkin pie spice and mix until fully incorporated.', 'Using a rubber spatula fold in the whipped topping until well blended and no streaks remain.', 'Evenly pipe or spoon the filling into individual serving dishes.', 'Cover with plastic wrap and refrigerate for at least 3 hours before serving.', 'If desired garnish with additional whipped topping salted caramel sauce and Biscoff cookie crumbs before serving.']",https://www.mybakingaddiction.com/no-bake-pumpkin-cheesecake/,"['autumn desserts', 'cheesecake', 'no bake 2', 'pumpkin', 'autumn desserts', 'cheesecake', 'no bake', 'pumpkin']",,,,,,,,,,,,,,,
Lemon Zucchini Cake,12 servings,"[{'main': [[' 1 cup granulated sugar ', ' zest of 2 large lemons ', ' 1 cup vegetable oil ', ' 3 large eggs ', ' 1/4 cup freshly squeezed lemon juice ', ' 2 teaspoons pure vanilla extract ', ' 2 cups all purpose flour ', ' 1/2 teaspoon baking powder ', ' 2 teaspoons baking soda ', ' 3/4 teaspoon salt ', ' 2 cups finely grated zucchini ', ' 3 tablespoons unsalted butter melted ', ' 1 cup powdered sugar sifted ', ' 1/2 teaspoon pure vanilla extract ', ' 2 tablespoons freshly squeezed lemon juice ']]}]","['Preheat oven to 350 F. Spray a bundt pan or 9x13 inch baking pan with nonstick cooking spray.', 'In a large bowl mix together the sugar and lemon zest until the sugar is moistened and the zest is thoroughly incorporated.', 'Add in vegetable oil eggs lemon juice and vanilla extract and mix with a hand mixer on medium speed until all of the ingredients are incorporated.', 'In a separate bowl whisk together the flour baking powder baking soda and salt.', 'Gradually add the flour mixture to the wet ingredients and mix until just combined.', 'Fold in the zucchini.', 'Spoon batter into prepared pan.', 'Bake a bundt cake for 45 50 minutes and a 9x13 inch cake for 35 40 minutes or until a tester inserted into the center comes out clean.', 'Allow cake to cool completely.', 'In a medium bowl prepare the glaze by mixing together the melted butter powdered sugar vanilla and lemon juice.', 'Whisk until smooth and drizzle over cooled cake.', 'Glaze will harden slightly.']",https://www.mybakingaddiction.com/lemon-zucchini-cake/,"['cake', 'bundt cake', 'cake', 'lemon', 'zucchini']",,,,,,,,,,,,,,,
Peanut Butter Cup Eclair Cake,16 servings,"[{'main': [[' 2 3.4 ounce packages instant Jell o Vanilla Pudding Mix dry ', ' 3 1/2 cups whole milk ', ' 1 cup creamy peanut butter ', ' 1 12 ounce container frozen whipped topping thawed ', ' 1 14 ounce package chocolate graham crackers ', ' 1 1/2 cups mini peanut butter cups halved ', ' 1 16 ounce can prepared chocolate frosting ']]}]","['In a large bowl with an electric mixer beat together the pudding mixes and milk until thickened about 3 minutes.', 'Beat in peanut butter until fully incorporated.', 'Using a rubber spatula fold in the whipped topping until incorporated and no streaks remain.', 'Arrange a single layer of graham crackers in the bottom of a 9 x 13 inch baking pan.', 'Evenly spread half of the pudding mixture over the crackers.', 'Sprinkle 3/4 cup halved mini peanut butter cups over the pudding mixture and gently press them down into the pudding mixture.', 'Top with another layer of graham crackers and the remaining pudding mixture.', 'Top with a final layer of graham crackers.', 'Melt frosting in microwave for 25 seconds and stir until it is an even consistency.', 'Use an offset spatula to spread the frosting over the whole cake covering the graham cracker layer.', 'Immediately sprinkle the remaining mini peanut butter cups onto the frosting.', 'Cover and refrigerate for at least 8 hours before serving.']",https://www.mybakingaddiction.com/peanut-butter-cup-eclair-cake/,"['cake', 'chocolate', 'desserts', 'easy recipes', 'epicurious 2', 'frozen desserts', 'no bake 2', 'potluck favorites', 'summer recipes', 'chocolate', 'oreos', 'peanut butter', 'whipped topping']",,,,,,,,,,,,,,,
Grilled Pound Cake with Pineapple and Passion Fruit,6 servings,"[{'main': [[' 6 slices pound cake about 1 inch thick ', ' 6 pineapple rings about 1/2 inch each ', ' 1 1/2 cups passion fruit yogurt ']]}]","['Grill pineapple and pound cake uncovered over indirect medium heat for 1 2 minutes on each side.', 'Spoon 1/4 cup yogurt over each piece of grilled pound cake and top with a slice of grilled pineapple.', 'Serve immediately.']",https://www.mybakingaddiction.com/grilled-pound-cake-with-pineapple-and-passion-fruit/,"['4th of july', 'cake', 'desserts', 'epicurious 2', 'fruit', 'grilling', 'summer beverages', 'summer recipes', 'yogurt', 'desserts', 'easy', 'grilled', 'iced tea', 'passion fruit', 'pineapple', 'pound cake', 'yogurt']",,,,,,,,,,,,,,,
No Bake S’mores Cheesecake,6 servings,"[{'crust': [' 1 cup graham cracker crumbs ', ' 1 tablespoon granulated sugar ', ' 4 tablespoons butter melted ']}, {'main': [' 25 Campfire Regular Marshmallows ', ' 8 ounces cream cheese room temperature ', ' 1/4 cup confectioners sugar ', ' 1/2 teaspoon vanilla extract ', ' 8 ounce container of frozen whipped topping thawed ']}, {'ganache': [' 3 ounces semisweet chocolate chopped ', ' 3 ounces heavy cream ']}, {'topping': [' 6 Campfire Giant Roasters toasted ']}]","['In a medium bowl stir together the graham cracker crumbs sugar and melted butter.', 'Evenly divide the crumbs between 6 individual serving dishes and press into the bottoms of the dishes to form a crust layer.', 'Place serving dishes into the refrigerator while you prepare the cheesecake.', 'Place 25 Campfire Regular Marshmallows in a large deep microwave safe bowl.', 'Microwave on high power for 45 60 seconds.', 'Marshmallows will puff up and begin to melt.', 'Use a buttered spatula to stir the marshmallows until smooth.', 'Set aside.', 'In a large bowl with an electric mixer whip the cream cheese for about 2 minutes.', 'Add in confectioners sugar and vanilla and beat for an additional minute.', 'Use a buttered spatula to scoop the melted marshmallows into the cream cheese mixture and beat for an additional minute.', 'Use a rubber spatula to fold in whipped topping.', 'Spoon or pipe the cheesecake filling directly onto the graham cracker crusts and place them back into the refrigerator while you prepare the ganache.', 'Add chocolate to a heat safe bowl.', 'Bring cream just to a boil over medium high heat.', 'Pour heated cream over the chocolate and Let stand for 5 minutes and then whisk to combine.', 'Spoon chocolate ganache onto the cheesecake layer and place back into the refrigerator until you are ready to serve.', 'Just before serving top each cheesecake with a toasted Campfire Giant Roaster marshmallow.', 'Enjoy']",https://www.mybakingaddiction.com/no-bake-smores-cheesecake/,"['4th of july', 'campfire', 'cheesecake', 'epicurious 2', 'no bake 2', 'smores', 'summer recipes', '4th of july', 'campfire', 'cheesecake', 'no bake', 'smores', 'summer desserts']",,,,,,,,,,,,,,,
Pineapple Upside Down Cake Cocktail,1 cocktail,"[{'main': [[' 2 ounces Pearl Vanilla Bean Vodka ', ' 1 1/2 ounces pineapple juice ', ' 1 ounce Maraschino liqueur ', ' 1 pasteurized egg white optional ', ' Maraschino cherry for garnish ']]}]","['Fill a cocktail shaker with ice.', 'Add Pearl Vanilla Bean Vodka pineapple juice maraschino liqueur and egg white .', 'Shake rhythmically for 30 seconds.', 'Strain into coupe glass and garnish with a maraschino cherry.']",https://www.mybakingaddiction.com/pineapple-upside-down-cake-cocktail/,"['alcohol', 'cherries', 'cocktails', 'easy entertaining', 'easy recipes', 'epicurious 2', 'liqueur', 'liquor', 'cherries', 'cocktails', 'easy', 'pineapple', 'vodka']",,,,,,,,,,,,,,,
Make Ahead Banana Bread Coffee Cake,12 servings,"[{'main': [' 2 to 3 large ripe bananas mashed plus 1 large banana sliced ', ' 2/3 cup granulated sugar ', ' 1/4 cup milk ', ' 3 tablespoons vegetable oil ', ' 1 teaspoon ground cinnamon ', ' 3 eggs ', ' 2 2/3 cups Original Bisquick mix ', ' 3/4 cup chopped walnuts or pecans optional ', ' maple syrup optional ']}, {'for_the_streusel': [' 1 cup Original Bisquick mix ', ' 1/2 cup chopped walnuts or pecans optional ', ' 1/2 cup packed brown sugar ', ' 6 tablespoons butter cut into small pieces ']}]","['1.', 'Heat oven to 350 F. Spray the bottom and sides of 13x9 inch pan with cooking spray.', '2.', 'In large bowl stir mashed bananas granulated sugar milk oil cinnamon and eggs.', 'Stir in 2 2/3 cups Bisquick mix and 3/4 cup walnuts fold in banana slices.', 'Pour mixture into pan.', '3.', 'In medium bowl mix streusel ingredients cutting in butter with pastry blender or fork until crumbly.', 'Sprinkle over mixture in pan.', '4.', 'Bake 30 to 36 minutes or until knife inserted in center comes out clean.', 'Cut into 4 rows by 3 rows.', 'Drizzle with maple syrup just before serving.', 'Make Ahead Directions Make as directed through step 3.', 'Cover and refrigerate up to 12 hours.', 'Uncover and bake as directed in step 4.']",https://www.mybakingaddiction.com/make-ahead-banana-bread-coffee-cake/,"['bananas', 'breakfast', 'brunch', 'cake', 'holiday recipes', 'holidays', 'sponsored', 'thanksgiving', 'baked', 'baking', 'banana bread', 'breakfasts', 'brunches', 'coffee cake']",,,,,,,,,,,,,,,
Pumpkin Cheesecake with Salted Caramel Sauce,18 mini cheesecakes,"[{'crust': [' 6 ounces crispy gingersnap cookies ', ' 1/3 cup Fisher Nuts chopped pecans ', ' 3 tablespoons unsalted butter melted ', ' 1/2 teaspoon homemade pumpkin pie spice ']}, {'main': [' 2 8 ounce packages cream cheese softened ', ' 1/2 cup granulated sugar ', ' 2 tablespoons light brown sugar ', ' 1 large eggs ', ' 3/4 cup canned pure pumpkin puree ', ' 1 teaspoon pure vanilla extract ', ' 2 teaspoons homemade pumpkin pie spice ']}, {'for_garnishing': [' salted caramel sauce ', ' whipped cream ', ' Fisher Nuts chopped pecans ']}]","['1.', 'Preheat oven to 325 F. Line 18 muffin cups with paper baking liners.', '2.', 'In a food processor or blender combine the gingersnap cookies Fisher Nuts chopped pecans and pumpkin pie spice.', 'Pulse the machine until the cookies and nuts form crumbs.', 'In a small bowl combine cookie crumbs and butter mix until combined.', 'Press crumbs onto the bottoms of the lined muffin cups.', 'Bake in preheated oven for 5 minutes.', 'Remove pan to a wire rack to cool while you prepare the cheesecake filling.', '3.', 'In the bowl of a stand mixer fitted with the paddle attachment or in a large bowl with an electric mixer beat cream cheese for about two minutes.', 'Add in sugars and mix for another minute.', 'Add egg pumpkin vanilla and pumpkin pie spice beat well.', 'Be sure to scrape down the sides of the bowl to ensure the batter is thoroughly mixed.', '4.', 'Spoon batter into each cup  filling each 2/3 full.', '5.', 'Bake 22 to 24 minutes or until centers are almost set.', 'Cool in pan on wire rack.', '.', '6.', 'Refrigerate 4 hours or overnight.', 'Before serving spoon 1 heaping teaspoonful of salted caramel sauce onto each mini cheesecake.', 'Pipe or spoon on a dollop of whipped cream and a sprinkling of Fisher Nuts chopped pecans.']",https://www.mybakingaddiction.com/pumpkin-cheesecake-with-salted-caramel-sauce/,"['autumn desserts', 'autumn recipes', 'cheesecake', 'cream cheese 2', 'pecans', 'pumpkin', 'autumn desserts', 'autumn recipes', 'cheesecake', 'cream cheese', 'fisher', 'peans', 'pumpkin']",,,,,,,,,,,,,,,
Cherry Cheesecake,12 servings,"[{'crust': [' 1 cup unsalted butter room temperature ', ' 1/4 cup granulated sugar ', ' 2 cups all purpose flour ']}, {'filling': [' 2 8 ounce packages cream cheese room temperature ', ' 1 1/2 cups confectioners sugar ', ' 2 teaspoons pure vanilla extract ']}, {'topping': [' 2 21 ounce cans cherry pie filling ', ' whipped cream or whipped topping optional ']}]","['Preheat oven to 350 F .', 'Line the bottom of a 9x13 inch pan with parchment paper.', 'In the bowl of a stand mixer fitted with the paddle attachment or in a large bowl with an electric mixer cream together butter and sugar for about 2 minutes.', 'Add in flour and mix on low speed until combined.', 'Evenly press dough into the bottom of prepared pan.', 'Bake in preheated oven for 15 17 minutes.', 'Do not over bake.', 'Remove pan to cooling rack and allow crust to cool completely.', 'Once crust is cool prepare the filling.', 'In the bowl of a stand mixer fitted with the paddle attachment or in a large bowl with an electric mixer on medium speed beat together cream cheese and confectioners sugar for about 3 minutes.', 'Add in vanilla extract and beat an additional minute.', 'Evenly spread filling over cooled crust.', 'Top with cherry pie filling and refrigerate for at least 4 hours before serving.', 'If desired top with whipped cream or whipped topping before serving.']",https://www.mybakingaddiction.com/cherry-cheesecake-recipe/,"['tbt', 'cheesecake', 'cherries', 'family recipes', 'epicurious', 'outofthekitchen', 'tbt', 'cheesecake', 'cherries', 'family recipes']",,,,,,,,,,,,,,,
Salted Caramel Cheesecake,12 mini cheesecakes,"[{'main': [[' 9 full chocolate graham cracker sheets crushed into crumbs ', ' 4 tablespoons salted butter melted ', ' 2 packages cream cheese room temperature ', ' 2/3 cup granulated sugar ', ' 2 large eggs room temperature ', ' 2 teaspoons McCormick Extra Rich Pure Vanilla Extract ', ' 1/3 cup homemade salted caramel sauce warmed ', ' 1/3 cup semisweet chocolate chips melted ']]}]","['Preheat oven to 325 F. Line 12 muffin cups with paper baking liners.', 'In a small bowl combine chocolate graham cracker crumbs and butter mix until combined.', 'Press crumbs onto the bottoms of the lined muffin cups.', 'Bake in preheated oven for 5 minutes.', 'Remove pan to a wire rack to cool while you prepare the cheesecake filling.', 'In the bowl of a stand mixer fitted with the paddle attachment or in a large bowl with an electric mixer beat cream cheese for about two minutes.', 'Add in sugar and mix for another minute.', 'Add eggs and vanilla beat well.', 'Be sure to scrape down the sides of the bowl to ensure the batter is thoroughly mixed.', 'Spoon batter into each cup  filling each 2/3 full.', 'Bake 22 to 24 minutes or until centers are almost set.', 'Cool in pan on wire rack.', '.', 'Refrigerate 4 hours or overnight.', 'Before serving spoon 1 heaping teaspoonful of salted caramel sauce onto each mini cheesecake and drizzle with melted chocolate.']",https://www.mybakingaddiction.com/salted-caramel-cheesecake/,"['caramel', 'cheesecake', 'chocolate', 'mini desserts', 'salted caramel', 'caramel', 'cheesecake', 'chocolate', 'mini', 'salted caramel']",,,,,,,,,,,,,,,
