Title,Yield,Ingredient,Steps,URL,Tags,processed,keywords
Simnel cupcakes,12,"[{'main': ['150g Unsalted butter', '150g Billington s Unrefined Golden Caster Sugar', '3 Medium eggs', '150g Allinson s Self Raising White Flour', '0.5 tsp Baking powder', '1 tsp Mixed spice', '1 tbsp Silver spoon black treacle', '100g Raisins']}, {'topping': ['1 tbsp Apricot jam ', '150g Marzipan', '150g Yellow sugar paste icing']}]","['Heat the oven to 180 C .', 'Line a cup cake tin with 12 paper cupcake cases.', 'Place the butter and sugar in a mixing bowl and beat with a wooden spoon or electric mixer until light and fluffy.', 'Gradually beat in the eggs a little at a time until smooth adding a little flour if the mixture curdles.', 'Stir in the flour baking powder mixed spice treacle and raisins and stir well until evenly mixed.', 'Place a heaped dessertspoon in each cupcake case and bake for 20 25 minutes until golden brown and just firm to the touch.', 'Allow to cool on a wire rack.', 'Brush the top of the cakes with a little jam.', 'Roll out the marzipan thinly and using a fluted biscuit cutter cut out 12 small circles of marzipan.', 'Place on top of the cakes.', 'Lightly brown the marzipan under the grill or using a blowtorch.', 'To make the daffodils roll out the yellow sugar paste icing and using a flower cutter cut out flower shapes.', 'Roll a small ball of yellow sugar paste and using a cocktail stick or skewer poke a hole in the centre rotating the stick around slightly to make the hole bigger.', 'This will form the centre of your daffodil.', 'Lightly brush the centre of the flower shape with water and gently secure the flower centre to it.', 'Place on top of each cupcake.']",https://www.bakingmad.com/recipes/simnel-cupcakes,,butter caster sugar egg self powder spice treacle raisin jam marzipan sugar paste heat line paper cupcake case place butter sugar spoon light fluffy time mixture powder spice treacle raisin stir place case firm cool wire brush jam roll marzipan biscuit cutter cut circle place top blowtorch daffodil roll sugar paste cutter cut flower shape sugar paste cocktail poke hole centre form centre daffodil centre flower shape water place cupcake unsalted golden white flour mixed spoon black apricot yellow wooden electric little little flour flour mixed mixed cupcake golden brown allow top little marzipan yellow yellow hole centre top url bakingmad,"['cupcakes', 'centre', 'marzipan', 'daffodil', 'treacle', 'raisin']"
Marshmallow Cupcakes,12,"[{'main': ['150g Butter ', '150g Billington s Unrefined Golden Caster sugar', '3 Egg ', '125g Self raising white flour', '25g Cocoa powder', '1 tsp Chocolate extract']}, {'frosting': ['220g Silver Spoon White caster sugar', '2 Egg white ', '80ml Water', ' Sprinkle decorations']}]","['Preheat the oven to 180 C  and line a cupcake tin with 12 cupcake cases.', 'In a large bowl cream together the butter and sugar until they are pale and fluffy.', 'Add the eggs one at a time beating well in between each one.', 'Then add the chocolate extract.', 'Carefully fold in the sieved flour and cocoa powder mixing until it is evenly combined.', 'Then spoon into the cupcake cases until they are about 2/3 full.', 'Place in the oven and bake for about 20 minutes or until a skewer comes out clean.', 'Remove from the oven and leave to cool.', 'To make the marshmallow frosting place the sugar and water in a medium saucepan and gently heat until the sugar has dissolved.', 'Don t stir.', 'Bring this to the boil and simmer until it reaches 116 C on your sugar thermometer.', 'This will take about 10 15 minutes.', 'Remove from the heat and let the bubbles subside.', 'Whisk the egg whites until they reach the soft peak stage then still whisking pour in the sugar syrup.', 'Then continue to whisk for about 10 minutes until it is thick and cool.', 'Pipe the frosting onto the cooled cupcakes.', 'Decorate with sprinkle star decorations.']",https://www.bakingmad.com/recipes/marshmallow-cupcakes,,cupcake butter caster sugar egg self cocoa powder chocolate extract spoon caster sugar egg water sprinkle decoration line cupcake case cream butter sugar fluffy add time add chocolate extract cocoa powder spoon cupcake case place bake skewer frosting place sugar water saucepan heat sugar ha bring boil simmer reach sugar thermometer remove heat egg reach peak stage pour sugar syrup cool pipe cupcake decorate sprinkle star decoration bakingmad marshmallow cupcake marshmallow golden white flour silver white white pale flour full clean cool marshmallow stir bubble subside white soft thick url,"['cupcakes', 'marshmallow', 'reach', 'decoration', 'sugar', 'white']"
Cherry Cupcakes,12,"[{'main': ['175g Unsalted butter ', '175g Self Raising Flour', '175g Billington s Unrefined Golden Caster Sugar', '1/2 tsp Baking powder', '1/2 tsp Nielsen Massey Vanilla Extract', '3 Large free range egg ']}, {'frosting': ['175g Unsalted butter ', '1 tsp Cherry extract', '3 tbsp Milk', '350g Silver Spoon Icing Sugar', '2 drops Pink food colouring gel', '12 Love bird / roses decorations']}]","['Preheat the oven to 180 C  and line a 12 hole muffin/cupcake tin with your chosen cupcake cases.', 'Place all the cupcake ingredients into a large mixing bowl or food mixer and beat together until light fluffy and pale in colour.', 'Using a spoon spoon the mixture into the cupcake cases filling each one 2/3 full.', 'Bake the cupcakes in the oven for 20 25 minutes until golden springy to touch and baked throughout.', 'Once the cupcakes are baked leave to cool on a wire cooling rack whilst you make up the buttercream.', 'To make the buttercream beat the butter in a mixer until light and fluffy then gradually add in the icing sugar and cherry flavouring.', 'Add the milk gradually if needed to loosen up the buttercream.', 'It is best to beat the buttercream for as long as you can as the longer that you beat it for the lighter and fluffier it will be.', 'Divide the mixture in two seperating into two separate bowls.', 'Using a few drops of pink food colouring gel into one of the bowls of buttercream beat the buttercream until it reaches the desired pink colour.', 'Open up a piping bag fitted with a star nozzle and spread the pink buttercream down one side of the inside of the bag and the white buttercream down the other side.', 'Alternatively you could use a duo colour piping bag to create the same effect.', 'Pipe the buttercream on to the cupcakes in a circular motion and this should create the double colour effect.', 'Finish with the lovebird or rose cake decorations.']",https://www.bakingmad.com/recipes/cherry-cupcakes,,cupcake butter self caster sugar powder vanilla range egg butter cherry milk silver spoon drop pink food bird decoration line hole muffin cupcake case place cupcake food colour spoon spoon mixture cupcake case bake cupcake springy touch cupcake wire buttercream make buttercream butter sugar cherry milk loosen buttercream buttercream mixture drop pink food gel buttercream buttercream reach colour bag star buttercream side buttercream side colour create effect pipe buttercream cupcake motion create effect lovebird decoration bakingmad cherry cupcake cherry unsalted unrefined golden extract free unsalted extract sugar gel light full golden cool light add divide separate pink open bag white duo bag circular double colour finish url,"['cupcakes', 'buttercream', 'colour', 'cherry', 'pink', 'effect']"
Belle Cupcakes,10,"[{'main': ['150g Butter ', '150g Billington s Unrefined Golden Caster Sugar', '3 Egg ', '150g Self raising white flour', '1/2 tsp Baking powder', '1/2 tsp Nielsen Massey Vanilla Extract']}, {'frosting': ['250g Icing sugar', '80g Butter ', '1 tsp Nielsen Massey Vanilla Extract', 'A few drops Yellow food colouring']}, {'rose': ['100g Red sugar paste icing']}]","['Preheat the oven to 180 C .', 'Line a cupcake tin with 12 paper cupcake cases.', 'Beat together the butter and sugar until light and fluffy.', 'Gradually add in the eggs baking powder flour and vanilla extract and beat until fully combined.', 'Spoon the mixture into the cupcake cases filling each of them 2/3 full.', 'Bake for 20 25 minutes until the cupcakes are golden and springy to touch.', 'Whilst the cupcakes are baking make the buttercream by beating together the butter icing sugar food colouring and vanilla extract.', 'Fill a piping bag with the buttercream and pipe swirls on top of the cupcakes.', 'To finish create a rose from the red sugar paste icing.']",https://www.bakingmad.com/recipes/belle-cupcakes,,butter caster sugar egg self powder vanilla extract sugar butter vanilla drop yellow food sugar paste line paper cupcake case butter sugar flour vanilla spoon mixture cupcake case bake cupcake springy cupcake buttercream beating butter sugar food vanilla extract fill bag buttercream pipe swirl cupcake create sugar paste bakingmad unrefined golden white flour extract red light egg full golden touch whilst top finish red url,"['cupcakes', 'red', 'paste', 'sugar', 'case', 'cupcake']"
Oreo Cupcakes,14,"[{'main': ['4 tbsp Boiling water', '40g Cocoa powder', '3 Eggs ', '175g Butter ', '165g Billington s Unrefined Golden Caster Sugar', '115g Self Raising Flour', '1 tsp Baking powder']}, {'frosting': ['175g Butter ', '350g Silver Spoon Icing Sugar', '2 tbsp Milk', '100g Oreos', '1 tsp Nielsen Massey Vanilla Extract']}, {'topping': ['14 Oreos']}]","['Begin by preparing a 12 hole cupcake tin with cupcake cases and preheating your oven to 200 C  In a large bowl beat together the butter and sugar until light and fluffy.', 'Add the eggs one by one mixing in a tablespoon of the flour with each egg to avoid the mixture from curdling.', 'In a separate bowl mix together the cocoa powder and boiling water to make a smooth paste.', 'Add the flour and baking powder to the egg mixture followed by the cocoa paste and blend all the ingredients together until you reach a smooth batter.', 'Spoon the mixture into each of the cupcake cases filling each 2/3 full.', 'Bake in the oven for 12 15 minutes until springy to touch.', 'Remove the cupcakes from the oven and allow to cool on a wire cooling rack.', 'Whilst the cupcakes are cooling make your buttercream by beating together the butter milk vanilla extract and half of the icing sugar.', 'Once these ingredients are combined add the remaining icing sugar and Oreos chopped finely and beat until light and fluffy.', 'The longer that you beat the icing for the lighter it will be.', 'To finish your cupcakes fill another piping bag with a star nozzle and your Oreo buttercream and pipe swirls on to the top of each cupcake.', 'For an extra touch add an Oreo to the top of the buttercream.']",https://www.bakingmad.com/recipes/oreo-cupcakes,,cupcake boiling water cocoa powder egg butter caster sugar self powder butter silver spoon sugar milk vanilla extract begin cupcake cupcake case butter sugar fluffy add mixing flour egg mixture cocoa powder water paste powder egg mixture paste batter spoon mixture cupcake case bake cupcake cool wire cupcake buttercream beating butter milk vanilla half sugar sugar oreo cupcake fill bag star oreo buttercream pipe swirl cupcake touch buttercream url bakingmad oreo golden flour oreo hole light avoid separate smooth flour cocoa smooth full touch allow whilst extract light finish nozzle top extra oreo top,"['cupcakes', 'oreo', 'cupcake', 'buttercream', 'cocoa', 'paste']"
Biscoff Cupcakes,10,"[{'main': ['150g Butter ', '150g Billington s Unrefined Golden Caster Sugar', '3 Eggs ', '150g Self raising white flour', '1/2 tsp Baking powder', '1/2 tsp Nielsen Massey Vanilla Extract']}, {'frosting': ['175g Butter ', '350g Silver Spoon Icing Sugar', '200g Lotus biscoff caramelised biscuit spread smooth', '2 tbsp Milk ']}, {'topping': ['10 Lotus biscuit']}]","['Preheat the oven to 180 C .', 'Line a cupcake tin with 12 paper cupcake cases.', 'Beat together the butter and sugar until light and fluffy.', 'Gradually add in the eggs baking powder flour and vanilla extract and beat until fully combined.', 'Spoon the mixture into the cupcake cases filling each of them 2/3 full.', 'Bake for 20 25 minutes until the cupcakes are golden and springy to touch.', 'Whilst the cupcakes are baking make the buttercream by beating together the butter icing sugar milk and Biscoff spread.', 'The longer that you beat the buttercream the lighter and fluffier it becomes.', 'When the cupcakes have cooled fully use a small sharp knife or an apple corer to carve out the centre of the sponge of each cupcake.', 'Fill a piping bag with a large star nozzle and the Biscoff buttercream.', 'Pipe a small amount into the centre of each cake then top with the remaining sponge that you had removed.', 'To finish your cupcakes pipe swirls of the buttercream on to the top of each cupcake.', 'For an extra touch add a Lotus biscuit on top of the buttercream.']",https://www.bakingmad.com/recipes/biscoff-cupcakes,,biscoff cupcake butter caster sugar egg self powder vanilla extract butter silver spoon sugar lotus biscoff biscuit spread milk biscuit line paper cupcake case butter sugar flour vanilla spoon mixture cupcake case bake cupcake springy cupcake buttercream beating butter sugar milk biscoff spread buttercream knife apple corer carve centre sponge cupcake fill bag star biscoff buttercream pipe sponge cupcake pipe buttercream cupcake touch add biscuit buttercream url cupcake golden white flour lotus light egg full golden touch whilst sharp top finish swirl top extra lotus top,"['cupcakes', 'biscoff', 'lotus', 'biscuit', 'buttercream', 'cupcake']"
Caramel cupcakes,10,"[{'main': ['150g Butter ', '150g Billington s Unrefined Light Muscovado Sugar', '3 Egg ', '150g Self raising white flour', '0.5 tsp Baking powder', '1 tsp Nielsen Massey Vanilla Extract']}, {'toffee_cream': ['60g Butter ', '250g Unrefined golden icing sugar']}, {'sauce': ['3 tbsp Dulce de leche']}]","['Heat the oven to 180 C .', 'Line a cup cake tin with 12 paper cupcake cases.', 'Place the butter and sugar in a mixing bowl and beat with a wooden spoon or electric mixer until light and fluffy.', 'Gradually beat in the eggs a little at a time until smooth adding a little flour if the mixture curdles.', 'Stir in the flour baking powder and vanilla extract until smooth.', 'Place heaped dessertspoon full in each cupcake case and bake for 20 25 minutes until golden brown and just firm to the touch.', 'To make the icing place the butter and icing sugar into a mixing bowl and beat until smooth and creamy.', 'Pipe onto the cupcakes and drizzle or pipe with the dulce de leche or caramel evaporated milk.']",https://www.bakingmad.com/recipes/caramel-cupcakes,,butter muscovado sugar egg self powder vanilla toffee cream butter icing sugar dulce heat line paper cupcake case place butter sugar spoon light fluffy time mixture powder vanilla place dessertspoon cupcake case firm place butter sugar pipe cupcake drizzle pipe dulce caramel milk unrefined light white flour extract golden wooden electric little little flour flour smooth full golden brown smooth creamy url bakingmad,"['cupcakes', 'dulce', 'dessertspoon', 'case', 'toffee', 'place']"
Christmas Cupcakes,12,"[{'main': ['225g Billington s Unrefined Golden Caster sugar', '225g Butter ', '4 Egg ', '225g Self raising white flour', '0.5 tsp Nielsen Massey Vanilla Extract']}, {'topping': [' White sugar paste icing', ' Green sugar paste icing', ' Red sugar paste icing', ' Black sugar paste icing', ' Brown/chocolate sugar paste icing', ' Silver balls']}]","['Preheat the oven to 160 C .', 'Line a cupcake tin with cupcake cases.', 'Cream together the butter and sugar until pale fluffy add the vanilla extract and eggs one at a time beating until mixed.', 'Gently fold in the flour.', 'Spoon the mixture into the cases until 2/3 full.', 'Bake in the oven for 25 minutes until golden brown or a skewer comes out clean.', 'Allow to cool on a wire rack.', 'To make the snowman roll out white icing and cut a disc the same size as the cake and stick onto the cake using some warmed jam.', 'Roll out some red icing and cut into a semi circle place this on the cake for the snowman s hat use a ball of white icing for the bobble and a strip of white for the brim of the hat.', 'Use small balls of black icing for his eyes and a small cone of red for his nose.', 'Give him a smile using the knife.', 'To make a snowflake cover the cake with a disc of red icing then using a knife or snowflake cutter cut a snowflake shape and stick to the top using water.', 'To make a tree use a sharp knife to cut a Christmas tree shape in the green sugar paste icing and place on the cake using water to stick decorate the tree with silver balls.', 'For Santa mix together some white and red icing to make a pink face then roll out some white icing and cut out shapes for his beard and hat then use a red semi circle for his hat stick to the face using water then use balls of black for his eyes red for his nose and white for the bobble on his hat.']",https://www.bakingmad.com/recipes/christmas-cupcakes,,caster sugar butter egg vanilla extract sugar paste sugar paste sugar paste sugar paste chocolate sugar paste line cupcake case cream butter sugar fluffy vanilla egg time spoon mixture case bake brown skewer cool wire roll icing cut disc size jam roll cut circle place snowman brim hat eye cone smile cover disc icing cutter cut shape top water tree use knife cut christmas shape sugar paste place water decorate tree silver ball icing face icing cut shape semi circle water use ball eye hat bakingmad unrefined golden white flour white green red black brown pale extract mixed flour full golden clean allow snowman white warmed icing semi ball white bobble strip white ball black nose give red snowflake sharp tree green white red pink white red black nose white bobble url,"['cupcakes', 'paste', 'icing', 'tree', 'ball', 'white']"
Banoffee cupcakes,12,"[{'main': ['150g Self raising white flour', '1 tsp Baking powder', '125g Billington s Unrefined Golden Caster sugar', '125g Butter ', '2 Egg ', '3 Banana ', '50g Fudge pieces']}, {'frosting': ['60g Dulce de leche', '150g Unrefined golden icing sugar', '75g Butter ', ' Banana chips']}]","['Preheat the oven to 180 C .', 'Sit 12 paper cases into a muffin tin.', 'Break the eggs into a bowl and add the sugar.', 'Whisk using an electric whisk for at least 4 minutes.', 'This mixture should be light and fluffy.', 'Sieve together the flour and baking powder.', 'While still whisking add the flour and butter a little at a time whisking the mixture each time to ensure a smooth texture.', 'Fold in the mashed banana and fudge pieces.', 'Spoon the mixture evenly into the cupcake cases to about 2/3 full.', 'Smooth the surface slightly.', 'Bake in the oven for 15 20 minutes until they feel spongy and golden brown.', 'Remove the cakes from the tin and leave to cool on a wire rack.', 'Beat the butter until soft and smooth and add the icing sugar a little at a time until you get a smooth mix.', 'Fold in a tablespoon of the dulce de leche.', 'Top the cakes with the butter icing and the remaining dulce de leche.', 'Decorate with banana chips']",https://www.bakingmad.com/recipes/banoffee-cupcakes,,banoffee cupcake self powder caster sugar butter egg banana fudge piece dulce icing sugar butter banana chip paper case muffin break egg sugar mixture powder butter time mixture time texture fold mixture case smooth surface brown wire butter time dulce butter dulce decorate banana chip banoffee cupcake white flour golden unrefined golden sit electric light flour flour little smooth spoon full spongy golden cool soft add sugar little smooth fold top url bakingmad,"['cupcakes', 'dulce', 'banoffee', 'banana', 'spongy', 'golden']"
Lavender cupcakes,12,"[{'main': ['150g Butter ', '150g Billington s Unrefined Golden Caster sugar', '3 Egg ', '150g Self raising white flour', '0.5 tsp Baking powder', '2 Lavender heads']}, {'topping': ['200g Fondant icing sugar', ' Purple food colouring', '12g Lavender heads']}]","['Heat the oven to 180 C .', 'Line a cup cake tin with 12 paper cupcake cases.', 'Place the butter and sugar in a mixing bowl and beat with a wooden spoon or electric mixer until light and fluffy.', 'Gradually beat in the eggs a little at a time until smooth adding a little flour if the mixture curdles.', 'Pull the seeds off the lavender heads and add to the mixture to give the desired flavour.', 'Stir in the flour and baking powder until evenly mixed.', 'Place heaped dessertspoon full in each cupcake case and bake for 20 25 minutes until golden brown and just firm to the touch.', 'Allow to cool on a wire rack.', 'To decorate make up the fondant icing as directed on the packet to make a very thick pourable icing.', 'Add a drop of colouring to achieve a beautiful lilac colour.', 'Pour over the cupcakes and leave to set then top with lavender heads.']",https://www.bakingmad.com/recipes/lavender-cupcakes,,lavender cupcake butter caster sugar egg self powder lavender head icing sugar purple food head heat line paper cupcake case place butter sugar spoon light fluffy time mixture seed lavender head mixture stir flour powder place dessertspoon cupcake case firm cool wire decorate icing packet thick drop lavender head lavender cupcake golden white flour fondant wooden electric little little flour flavour mixed full golden brown allow fondant pourable add achieve beautiful top url bakingmad,"['cupcakes', 'lavender', 'head', 'fondant', 'icing', 'beautiful']"
Churro Cupcakes,24,"[{'main': ['190g Allinson s Plain White Flour', '190g Allinson s Self Raising White Flour', '1 tbsp Baking powder', '1 tsp Salt', '227g Unsalted butter ', '350g Billington s Unrefined Golden Caster Sugar', '4 Large free range eggs', '2 tsp Nielsen Massey Vanilla Extract', '310ml Whole milk', '2 tsp Ground cinnamon']}, {'topping': ['4 tbsp Unsalted butter', '85g Billington s Unrefined Golden Caster Sugar', '1 tsp Ground cinnamon']}, {'topping': ['115g Unsalted butter', '227g Cream cheese', '1 tsp Nielsen Massey Vanilla Extract', '1 tsp Ground cinnamon', '550g Silver Spoon Icing Sugar']}]","['Preheat the oven to 180 C and line a muffin or cupcake tray with your cupcake cases.', 'Whisk together the plain and self raising flours baking powder salt and cinnamon until combined.', 'In a separate bowl with an electric whisk or in a stand mixer cream the butter and sugar on a medium/high speed until creamy and fluffy.', 'Add the eggs to the sugar and butter mixture one at a time.', 'Beat each until fully incorporated into the mixture.', 'Add the vanilla and then reduce the speed to low.', 'Add in the flour mixture a bit at a time alternating with the addition of the milk.', 'Ensure the mixture is combined after each flour and milk addition before adding th next.', 'Fill the cupcake cases until they are full and bake for 20 minutes until golden.', 'Once the cupcakes are baked transfer them to a wire cooling rack to cool completely.', 'When they have cooled completely melt the butter in a saucepan.', 'While the butter is melting put the sugar and cinnamon in a bowl or on plate and ensure they are completely mixed.', 'Using a pastry brush brush the top of each cupcake with the melted butter.', 'Don t use too much as you don t want the cupcakes to go soggy.', 'Once they have been topped with melted butter dip them in the sugar and cinnamon mixture to add a crunchy topping.', 'To make the cinnamon cream cheese topping beat together the butter and cream cheese until light and fluffy.', 'Add in the vanilla cinnamon and icing sugar until it is fully incorporated.', 'Using a piping bag and star nozzle pipe the buttercream onto the top of the cupcakes.']",https://www.bakingmad.com/recipes/churro-cupcakes,,flour self powder salt butter caster sugar range egg vanilla milk ground cinnamon butter caster sugar ground cinnamon butter cream cheese vanilla extract ground cinnamon silver spoon line cupcake case plain self powder salt cinnamon stand cream butter sugar speed egg sugar butter mixture time mixture vanilla speed mixture bit time addition milk mixture milk addition fill case bake cupcake transfer wire butter saucepan butter cinnamon plate pastry brush brush cupcake butter use want cupcake butter dip sugar mixture make cinnamon cream cheese butter cream cheese add vanilla cinnamon sugar star nozzle pipe buttercream cupcake bakingmad plain white white flour unsalted golden free extract whole unsalted golden unsalted sugar tray flour separate electric high incorporated low flour flour th next full golden cool melt sugar mixed top much soggy cinnamon crunchy light fluffy bag top url,"['cupcakes', 'cinnamon', 'butter', 'sugar', 'ground', 'plain']"
