Title,Yield,Ingredients,Steps,URL,Tags,processed,keywords
Caramel Macchiato Chocolate Nutella Cupcakes,24 Cupcakes ,"[{'main': ['2 cups cake flour', '2 cups sugar', '3/4 cup Hershey s Special Dark Cocoa powder', '2 tsp baking soda', '1 tsp salt', '2 large eggs', '1 cup buttermilk', '1 cup vegetable oil', '1 1/2 tsp vanilla', '4 tbsp espresso powder', '1 cup boiling water']}, {'frosting': ['1 cup butter', '2 cups light brown sugar', '2/3 cup heavy cream', '7 8 cups powdered sugar', '5 6 tbsp milk or cream']}, {'frosting': ['2 tbsp espresso powder', '6 tbsp warm water', '2 1/2 cups powdered sugar']}, {'additional': ['about 1/4 cup Nutella', 'chocolate sprinkles for topping']}]","['Put all dry ingredients in a large bowl and whisk together.', 'Add eggs buttermilk and vegetable oil to the dry ingredients and mix well.', 'Add vanilla and espresso to boiling water and add to mixture.', 'Mix well.', 'Pour into cupcakes pans and bake at 300 degrees for about 20 25 minutes.', 'When done remove cupcakes from oven and cupcake tin and allow to cool.', 'Melt butter in a saucepan.', 'Add brown sugar and heavy cream and whisk constantly over medium heat until sugar is dissolved.', 'Bring to a boil and allow to boil for 3 minutes no more.', 'Remove from heat and allow to cool for about 15 minutes.', 'Transfer caramel to mixer bowl.', 'Mix in powdered sugar beginning with 2 cups and increasing from there until you get the desired consistency.', 'You can add a few tablespoons of cream to make the icing more creamy if desired.', 'Dissolve the espresso powder in the warm water.', 'Add about 1 1/2 cups of powdered sugar to the espresso and whisk until smooth.', 'Reserve remaining powdered sugar for later.', 'Core the center of the cupcake.']",https://www.lifeloveandsugar.com/caramel-macchiato-chocolate-nutella-cupcakes/,"[' recipes', ' sweets and treats', ' cakes and cupcakes', ' caramel recipes', ' cake', ' caramel', ' caramel macchiato', ' chocolate', ' coffee', ' coffee glaze', ' cupcake', ' dessert', ' espresso', ' food', ' nutella', ' recipe']",caramel macchiato chocolate sugar hershey cocoa powder soda salt egg buttermilk oil vanilla espresso powder water butter sugar cream sugar milk cream powder water nutella chocolate sprinkle egg buttermilk oil dry vanilla water mixture remove cupcake cool butter saucepan cream heat sugar boil boil remove heat cool transfer caramel sugar get consistency cream creamy espresso powder water add reserve sugar center cupcake lifeloveandsugar caramel macchiato chocolate treat cake caramel caramel macchiato chocolate coffee coffee cupcake dessert espresso food nutella cupcake flour special dark vegetable brown heavy espresso warm sugar additional dry vegetable pour degree allow sugar heavy bring allow dissolve warm sugar smooth url sweet caramel glaze,"['macchiato', 'caramel', 'espresso', 'sugar', 'nutella']"
Frozen Fruit Salad Cupcakes,22-24 Cupcakes ,"[{'main': ['2 cups cake flour', '2 cups sugar', '3/4 cup Hershey s Special Dark Cocoa powder', '2 tsp baking soda', '1 tsp salt', '2 large eggs', '1 cup buttermilk', '1 cup vegetable oil', '1 1/2 tsp vanilla', '4 tbsp espresso powder', '1 cup boiling water']}, {'frosting': ['1 cup butter', '2 cups light brown sugar', '2/3 cup heavy cream', '7 8 cups powdered sugar', '5 6 tbsp milk or cream']}, {'frosting': ['2 tbsp espresso powder', '6 tbsp warm water', '2 1/2 cups powdered sugar']}, {'additional': ['about 1/4 cup Nutella', 'chocolate sprinkles for topping']}, {'main': ['1 12 oz container Cool Whip', '1 14 oz can sweetened condensed milk', '1/4 cup lemon juice', '1/4 tsp Almond extract', '1 10 oz jar maraschino cherries ', '1 20 oz can crushed pineapple ', '2 3 bananas chopped', 'Additional cool whip for garnish if desired']}]","['Pour pineapple juice over bananas.', 'Chop cherries into fourths.']",https://www.lifeloveandsugar.com/frozen-fruit-salad-cupcakes/,"[' recipes', ' holidays', ' sweets and treats', ' easter', ' cakes and cupcakes', ' ice cream and ice cream pies', ' no bake desserts', ' almond extract', ' bananas', ' cool whip', ' crushed pineapple', ' lemon juice', ' maraschino cherries', ' sweetened condensed milk']",fruit cupcake sugar hershey cocoa powder soda salt egg buttermilk oil vanilla espresso powder water butter sugar cream sugar milk cream powder water nutella chocolate sprinkle container whip oz milk juice almond extract jar maraschino banana cool whip pineapple juice banana chop lifeloveandsugar fruit cupcake holiday treat ice cream ice cream pie bake almond extract whip juice maraschino cherry milk frozen salad flour special dark vegetable brown heavy espresso warm sugar additional oz cool condensed lemon pineapple additional garnish pour fourth url frozen salad sweet cupcake dessert cool pineapple lemon condensed,"['pineapple', 'salad', 'maraschino', 'juice', 'espresso']"
Peach Cobbler Cupcakes,12 Cupcakes ,"[{'main': ['1 2/3 cups Baker s Corner All Purpose Flour', '1 cup Baker s Corner Sugar', '1 tsp Baker s Corner Baking Powder', '1 tsp Stonemill Ground Cinnamon', '3/4 cup Countryside Creamery Salted Butter room temperature', '1 Goldhen Egg White', '1 Goldhen Egg', '2 tsp Stonemill Vanilla Extract', '3/4 cup Friendly Farms 2 Milk']}, {'peaches': ['15.25 oz can Sweet Harvest Peach Slices drained', '1/4 tsp Stonemill Ground Cinnamon', '1 tsp Baker s Corner Sugar']}, {'topping': ['1 cup Friendly Farms Heavy Whipping Cream', '1/2 cup Baker s Corner Powdered Sugar', '1 tsp Stonemill Vanilla Extract']}]","['Preheat oven to 350 degrees.', 'In a medium sized bowl combine ingredients for peaches.', 'Cut peach slices in half.', 'Whisk together flour sugar baking powder and cinnamon in a large mixing bowl.', 'Add butter egg white egg vanilla and milk and mix on medium speed just until smooth.', 'Do not over mix.', 'Add 3 pieces of peach to the bottom of the cupcake liners.', 'Fill cupcake liners about 3/4 of the way full with batter.', 'Sprinkle some additional cinnamon on top of batter then swirl with a toothpick.', 'Add another 3 pieces of peaches to the top of the batter.', 'Bake 19 21 minutes.', 'Allow to cool for 1 2 minutes then remove to cooling rack to finish cooling.', 'To make whipped cream whip heavy whipping cream until it begins to thicken.', 'Add powdered sugar and vanilla extract and whip until stiff peaks form.', 'Ice cupcakes with the whipped cream and a sprinkle of cinnamon.', 'Store cupcakes in the fridge until ready to serve.', 'Can be served warm by reheating in the microwave for about 10 seconds.', 'Makes about 12 cupcakes.']",https://www.lifeloveandsugar.com/peach-cobbler-cupcakes/,"[' recipes', ' sweets and treats', ' cakes and cupcakes', ' cinnamon', ' cobbler', ' cupcake', ' dessert', ' food', ' peach', ' recipe', ' whipped cream']",peach cobbler cupcake baker corner baker corner sugar baker corner powder stonemill ground creamery butter goldhen egg goldhen egg stonemill vanilla extract farm milk peach peach slice ground cinnamon baker corner sugar farm heavy baker corner sugar stonemill vanilla combine peach cut peach slice half sugar powder cinnamon butter egg egg vanilla milk speed peach cupcake way batter cinnamon batter swirl toothpick piece peach batter bake cool make cream whip whipping cream add vanilla extract whip form ice cupcake cream sprinkle cinnamon store cupcake reheating cupcake lifeloveandsugar peach cobbler cupcake treat cobbler cupcake dessert food peach cream flour countryside white friendly oz sweet stonemill friendly cream extract degree flour add white smooth piece bottom full additional top top allow finish heavy thicken sugar stiff peak ready warm second url sweet cinnamon,"['peach', 'corner', 'baker', 'stonemill', 'cobbler']"
Caramel Cream Cupcakes,12-14 Cupcakes ,"[{'main': ['3/4 cup salted butter', '1 2/3 cups all purpose flour', '1 cup brown sugar loosely packed', '1/4 tsp baking soda', '1 tsp baking powder', '3 egg whites', '1 tsp vanilla extract', '1/2 cup sour cream', '1/2 cup 3 tbsp milk ']}, {'frosting': ['1/2 cup salted butter', '1 cup light brown sugar', '1/3 cup heavy cream', '4 cups powdered sugar', '3 4 tbsp milk', '12 14 caramel cream candies']}, {'filling': ['1/2 cup vegetable shortening', '2 1/4 cups confectioners sugar', '1/2 tsp vanilla extract', '1/8 cup water']}]","['Slice butter into tablespoon sized pieces.', 'Heat butter in a light colored saucepan on medium heat until melted whisking while it melts.', 'After the butter melts it will foam and bubble.', 'Keep whisking.', 'As the foam starts to fade the butter will start to brown and have a nutty smell.', 'Once brown remove it from heat and pour into another bowl to cool.', 'The butter can go from brown to burned very quickly so watch it carefully.', 'Preheat oven to 350 degrees.', 'Whisk together flour sugar baking soda and baking powder in a large mixing bowl.', 'Add egg whites vanilla sour cream and milk and mix on medium speed until smooth.', 'Slowly add brown butter while mixing.', 'Fill cupcake liners a little more than half way.', 'Bake 18 20 minutes.', 'Allow to cool for 1 2 minutes then remove to cooling rack to finish cooling.', 'Note You may notice little bits of butter in the batter but that s ok.', 'They will melt into the cupcake as they bake.', 'Melt butter in a saucepan.', 'Add brown sugar and heavy cream and whisk constantly over medium heat until sugar is dissolved.', 'Bring to a boil and allow to boil for 3 minutes no more.', 'Remove from heat and allow to cool for about 15 minutes.', 'Transfer caramel to mixer bowl.', 'Mix in powdered sugar beginning with 3 cups and increasing from there until you get the desired consistency.', 'Add milk to thin out the icing a bit.', 'Allow icing to cool fully.', 'Icing will be thick.', 'Beat the shortening until smooth.', 'Add the powdered sugar vanilla extract and water and mix until smooth.', 'Filling will me thick.', 'Use a cupcake corer to remove the center of the cupcakes.', 'If you don t have a corer use a knife.', 'Spoon filling into the hole in the cupcakes.', 'Ice the cupcakes.', 'Top cupcakes with caramel cream candies.']",https://www.lifeloveandsugar.com/caramel-cream-cupcakes/,"[' recipes', ' holidays', ' sweets and treats', ' halloween', ' cakes and cupcakes', ' caramel recipes', ' buttercream', ' caramel', ' caramel cream candy', ' cream', ' cupcake', ' dessert', ' food', ' recipe']",caramel cream cupcake butter brown sugar powder egg vanilla cream milk butter sugar cream milk caramel cream candy shortening confectioner sugar vanilla water slice butter butter light heat melt butter start fade butter remove heat cool butter flour sugar soda powder egg vanilla cream milk speed butter way cool note bit batter sugar cream heat sugar boil boil remove heat cool transfer caramel sugar get consistency milk bit add vanilla water thick use corer center cupcake corer use knife spoon cupcake ice cupcake caramel cream candy lifeloveandsugar caramel cream cupcake holiday treat cake cupcake caramel buttercream caramel caramel cream candy cream cupcake dessert food flour soda white sour salted brown heavy sugar vegetable extract heat saucepan bubble foam brown add white sour smooth brown fill little half allow finish little butter ok brown heavy bring allow thin allow cool thick smooth sugar extract hole top url sweet halloween,"['caramel', 'cupcake', 'cream', 'heat', 'brown']"
Nutella Cupcakes,12-14 Cupcakes ,"[{'main': ['1 2/3 cups all purpose flour', '1 cup sugar', '1/4 tsp baking soda', '1 tsp baking powder', '3/4 cup salted butter room temperature', '1/2 cup Nutella', '3 egg whites', '1 tsp vanilla extract', '1/2 cup sour cream', '1/2 cup milk']}, {'frosting': ['1/2 cup salted butter', '1/2 cup shortening', '4 cups powdered sugar', '1/2 cup Nutella', '2 tbsp water', 'additional Nutella for garnish', '5 6 strawberries sliced for garnish if desired']}]","['Preheat oven to 350 degrees.', 'Whisk together flour sugar baking soda and baking powder in a large mixing bowl.', 'Add butter Nutella egg whites vanilla sour cream and milk and mix on medium speed until smooth.', 'Fill cupcake liners a little more than half way.', 'Bake 19 21 minutes or until a toothpick inserted comes out with a few crumbs.', 'Remove cupcakes from oven and allow to cool for 1 2 minutes then remove to cooling rack to finish cooling.', 'While cupcakes cool make icing.', 'Mix butter and shortening together until smooth.', 'Add 2 cups of powdered sugar and mix until smooth.', 'Add Nutella and 1 tbsp water mix until smooth.', 'Add remaining powdered sugar and 1 tbsp water and mix until smooth.', 'Ice cupcakes.', 'Warm up about 1/4 cup of Nutella  for about 15 30 seconds until pourable and drizzle over cupcakes.', 'Add a slice of strawberry if desired.']",https://www.lifeloveandsugar.com/nutella-cupcakes/,"[' recipes', ' sweets and treats', ' cakes and cupcakes', ' buttercream', ' cupcake', ' dessert', ' food', ' frosting', ' nutella', ' recipe']",flour sugar soda powder butter nutella egg vanilla cream milk butter sugar nutella water nutella strawberry flour sugar soda powder butter nutella egg vanilla cream milk speed way toothpick crumb cupcake cool cupcake butter sugar water water ice cupcake nutella slice strawberry lifeloveandsugar treat cupcake dessert food nutella purpose white sour additional garnish garnish degree add white sour fill little half come allow finish smooth powdered smooth nutella smooth sugar smooth warm second pourable add url sweet buttercream,"['nutella', 'garnish', 'cupcake', 'smooth', 'strawberry']"
Kahlua Chocolate Cupcakes with Salted Caramel,14-16 Cupcakes ,"[{'main': ['1/2 cup salted butter', '1 cup sugar', '2 eggs', '1/2 tsp vanilla extract', '6 tbsp water', '6 tbsp cocoa powder', '1 cup all purpose flour', '1/2 tsp baking soda', '6 tbsp Kahlua']}, {'frosting': ['1/2 cup salted butter', '1/2 cup shortening ', '4 cups powdered sugar', '4 5 tbsp kahlua', 'caramel sauce', 'sea salt']}]",['Shortening can be replaced with additional butter if desired.'],https://www.lifeloveandsugar.com/kahlua-chocolate-cupcakes-with-salted-caramel/,"[' recipes', ' sweets and treats', ' cakes and cupcakes', ' caramel recipes', ' buttercream', ' caramel', ' chocolate', ' kahlua']",kahlua chocolate cupcake cupcake butter sugar egg vanilla water cocoa powder soda kahlua butter sugar kahlua caramel sea salt butter lifeloveandsugar kahlua chocolate cupcake treat buttercream caramel chocolate kahlua caramel extract flour additional url caramel sweet caramel,"['kahlua', 'caramel', 'chocolate', 'cupcake', 'sea']"
Butterfinger Cupcakes,14-16 Cupcakes ,"[{'main': ['1/2 cup sugar', '1/4 cup brown sugar', '1/4 cup unsalted butter room temperature', '1/2 cup creamy peanut butter', '1/4 cup sour cream room temperature', '1 tsp vanilla extract', '3 large egg whites room temperature', '1 1/4 cups all purpose flour', '2 tsp baking powder', '1/4 tsp salt', '6 tbsp milk room temperature', '2 tbsp water room temperature', '1/2 cup crushed butterfingers']}, {'ganache': ['5 oz semi sweet chocolate chips', '6 tbsp heavy whipping cream']}, {'frosting': ['1/2 cup salted butter', '1/2 cup peanut butter', '1/4 cup shortening', '3 1/2 cups powdered sugar', '3 4 tbsp water or milk', '3/4 cup crushed butterfingers']}]",['Find the full recipe and instructions on The Cake Blog.'],https://www.lifeloveandsugar.com/butterfinger-cupcakes/,"[' recipes', ' holidays', ' halloween', ' cakes and cupcakes', ' butterfingers', ' chocolate', ' peanut butter']",butterfinger cupcake sugar sugar butter creamy peanut butter cream vanilla egg flour powder salt milk water chocolate chip cream frosting butter peanut butter water milk instruction cake blog lifeloveandsugar butterfinger holiday cake cupcake peanut butter unsalted sour extract white purpose oz semi sweet heavy sugar full url halloween,"['butterfinger', 'peanut', 'blog', 'butter', 'instruction']"
Anise Licorice Cupcakes,12-14 Cupcakes ,"[{'main': ['1 2/3 cups all purpose flour', '1 cup sugar', '1/4 tsp baking soda', '1 tsp baking powder', '3/4 cup salted butter room temperature', '3 egg whites', '2 tsp anise extract', '1/2 cup sour cream', '1/2 cup milk']}, {'frosting': ['1/2 cup butter', '1/2 cup shortening', '4 cups powdered sugar', '3 tsp anise extract', '3 4 tbsp water or milk']}]","['Preheat oven to 350 degrees.', 'Whisk together flour sugar baking soda and baking powder in a large mixing bowl.', 'Add butter egg whites anise extract sour cream and milk and mix on medium speed just until smooth.', 'Do not over mix.', 'Fill cupcake liners a little more than half way.', 'Bake 18 20 minutes.', 'Allow to cool for 1 2 minutes then remove to cooling rack to finish cooling.', 'Combine butter and shortening and mix until smooth.', 'Add 2 cups of powdered sugar and mix until smooth.', 'Add anise extract extract and 1 2 tbsp of water or cream and mix until smooth.', 'Add remaining powdered sugar and mix until smooth.', 'Add a little more water or cream until desired consistency is reached.', 'Top cupcakes with icing.']",https://www.lifeloveandsugar.com/anise-licorice-cupcakes/,"[' recipes', ' holidays', ' sweets and treats', ' halloween', ' cakes and cupcakes', ' anise', ' buttercream', ' cupcake', ' dessert', ' food', ' licorice', ' recipe']",anise licorice cupcake sugar soda powder butter egg anise extract cream milk butter sugar anise water milk sugar soda powder butter egg anise extract cream milk speed way cool combine butter add water cream sugar water cream consistency cupcake lifeloveandsugar anise licorice cupcake holiday treat cake cupcake anise buttercream cupcake dessert food licorice flour white sour extract flour add white sour fill little half allow finish smooth sugar smooth anise extract extract powdered little top url sweet halloween,"['anise', 'licorice', 'cupcake', 'extract', 'water']"
Almond Amaretto Cupcakes,12-14 Cupcakes ,"[{'filling': ['8 oz white chocolate chips', '5 tbsp Amaretto', '3 tbsp heavy whipping cream']}, {'main': ['6 tbsp unsalted butter room temperature', '3/4 cups sugar', '6 tbsp sour cream', '1 1/2 tsp almond extract', '3 egg whites', '1 1/4 cups all purpose flour', '2 tsp baking powder', '1/4 tsp salt', '6 tbsp milk', '2 tbsp water']}, {'frosting': ['3/4 cup salted butter', '1/2 cup shortening', '5 cups powdered sugar', '1 1/2 tsp almond extract', '3 4 tbsp water or milk', 'Sliced almonds broken into pieces']}]","['To make the ganache put the white chocolate chips in a medium sized bowl.', 'Put the amaretto and heavy whipping cream in a microwave safe measuring cup or bowl and microwave until it begins to boil.', 'Pour the cream over the white chocolate chips and allow to sit for 2 3 minutes then whisk until smooth.', 'If needed microwave the mixture for 10 20 more seconds then whisk until smooth.', 'Set the ganache in the fridge to firm up about 2 3 hours.', 'To make the cupcakes preheat oven to 350 F  and prepare a cupcake pan with cupcake liners.', 'In a large mixing bowl cream butter and sugar together until light in color and fluffy about 3 4 minutes.', 'Do not skimp on the amount of creaming time.', 'Add sour cream and almond extract and mix until well combined.', 'Add egg whites in two batches mixing until well combined after each.', 'Scrape down the sides of the bowl as needed to be sure all ingredients are well incorporated.', 'Combine dry ingredients in a separate bowl then combine the milk and water in a small measuring cup.', 'Add half of the dry ingredients to the batter and mix until well combined.', 'Add the milk mixture and mix until well combined.', 'Add remaining dry ingredients and mix until well combined.', 'Scrape down the sides of the bowl as needed to be sure all ingredients are well incorporated.', 'Fill the cupcake liners about halfway.', 'Bake for 15 17 minutes or until a toothpick inserted comes out with a few crumbs.', 'Remove cupcakes from oven and allow to cool for 2 3 minutes then remove to cooling rack to finish cooling.', 'While the cupcakes cool finish the ganache.', 'Put the ganache in the bowl of a mixer and whip with the whisk attachment until soft peaks form about 5 7 minutes.', 'You ll notice the ganache lighten in color.', 'Cut out the centers of the cupcakes.', 'You can use a cupcake corer or a knife.', 'Fill the centers of the cupcakes with the white chocolate ganache.', 'Set the cupcakes in the fridge while you make the frosting.', 'To make the frosting combine the butter and shortening with a mixer until smooth.', 'Add about half of the powdered sugar and mix until smooth and well combined.', 'Add 3 tablespoons of water or milk and the almond extract to the frosting and mix until well combined.', 'Add remaining powdered sugar and mix until smooth.', 'Add additional water or milk as needed to get the right consistency.', 'Pipe the frosting onto the cupcakes.']",https://www.lifeloveandsugar.com/almond-amaretto-cupcakes/,"[' recipes', ' holidays', ' sweets and treats', ' easter', ' christmas', ' cakes and cupcakes', ' buttercream frosting recipes', ' almond', ' amaretto', ' white chocolate']",almond chocolate chip cream butter sugar cream almond egg flour powder salt milk water butter almond water milk piece ganache chocolate chip cream microwave measuring cream chocolate chip sit smooth mixture ganache fridge firm hour cupcake prepare cupcake cream butter sugar color fluffy skimp time cream almond extract batch scrape side combine combine milk water half batter milk mixture scrape side toothpick crumb cupcake cool cupcake ganache ganache whip peak form notice ganache color cut center use cupcake corer knife fill center chocolate ganache combine butter half water milk almond extract sugar water milk get consistency pipe cupcake lifeloveandsugar almond treat easter cupcake buttercream almond chocolate oz white amaretto heavy sour extract white purpose sugar extract broken white heavy safe pour white allow microwave second smooth light sour egg white incorporated dry separate add dry combined dry combined fill come allow finish cool finish attachment soft white frosting smooth add sugar powdered additional right url holiday sweet amaretto white,"['almond', 'ganache', 'white', 'cupcake', 'amaretto']"
Nutella Fluffernutter Cupcakes,12-14 Cupcakes ,"[{'main': ['1/2 cup sugar', '1/4 cup lightly packed light brown sugar', ' cup unsalted butter room temperature', ' cup peanut butter', ' cup sour cream room temperature', '1 tsp vanilla extract', '3 large egg whites room temperature lightly beaten', '1 1/4 cups all purpose flour', '2 tsp baking powder', ' tsp salt', '6 tbsp milk room temperature', '2 tbsp water room temperature', '1 cup marshmallow cream/fluff']}, {'frosting': ['1/2 cup butter', '1/4 cup shortening', '1/2 cup Nutella', '4 1/2 cups powdered sugar', '4 1/2 tbsp water or cream', 'Large marshmallows if desired', 'Chocolate sauce if desired ']}]","['Preheat oven to 350 F  and prepare a cupcake pan with cupcake liners.', 'In a large mixing bowl cream sugar butter and peanut butter until light in color and fluffy about 3 4 minutes.', 'Add sour cream and vanilla extract and mix until well combined.', 'Add egg whites in two batches mixing until well combined after each.', 'Scrape down the sides of the bowl as needed to be sure all ingredients are well incorporated.', 'Combine dry ingredients in another bowl then combine milk and water in another bowl.', 'Add half of the dry ingredients to the batter and mix until well combined.', 'Add the milk mixture and mix until well combined.', 'Add remaining dry ingredients and mix until well combined.', 'Scrape down the sides of the bowl as needed to be sure all ingredients are well incorporated.', 'Fill cupcake liners about halfway.', 'Bake for 15 17 minutes or until a toothpick inserted comes out with a few crumbs.', 'Remove cupcakes from oven and allow to cool for 2 3 minutes then remove to cooling rack to finish cooling.', 'While cupcakes are cooling make the frosting.', 'Beat the butter shortening and Nutella together until smooth.', 'Add about half of the powdered sugar and mix until smooth.', 'Add the water or cream and mix until smooth.', 'Add the remaining powdered sugar and mix until smooth.', 'Set frosting aside.', 'Once cupcakes are completely cool cut out the centers.']",https://www.lifeloveandsugar.com/nutella-fluffernutter-cupcakes/,"[' recipes', ' sweets and treats', ' cakes and cupcakes', ' marshmallow fluff', ' marshmallows', ' nutella', ' peanut butter']",nutella fluffernutter cupcake sugar sugar butter peanut butter cream vanilla egg powder salt milk water cream fluff butter nutella water cream marshmallow chocolate sauce cupcake cream sugar butter peanut butter color fluffy cream vanilla extract batch scrape side combine dry combine milk water add half batter milk mixture scrape side toothpick crumb cupcake cool cupcake butter nutella half sugar water cream sugar cupcake cut center lifeloveandsugar nutella fluffernutter treat fluff marshmallow nutella peanut butter light brown unsalted sour extract white purpose flour marshmallow sugar prepare cupcake light sour egg white incorporated dry combined dry combined fill come allow finish smooth powdered add powdered smooth cool url sweet marshmallow,"['nutella', 'marshmallow', 'fluffernutter', 'peanut', 'cupcake']"
Tequila Sunrise Cupcakes Recipe,12-14 Cupcakes ,"[{'main': ['6 tablespoons unsalted butter room temperature', '3/4 cups sugar', '6 tablespoons sour cream', '1/4 teaspoon vanilla extract', '1/2 tablespoon finely grated orange zest', '3 egg whites', '1 1/4 cups all purpose flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '1/4 cup fresh squeezed orange juice', '2 tablespoons tequila', '2 tablespoons milk']}, {'frosting': ['3/4 cup salted butter', '1/2 cup shortening', '5 cups confectioners sugar', '1 tablespoon tequila', '1 teaspoon finely grated orange zest', '2 teaspoons fresh squeezed orange juice', '5 teaspoons grenadine', 'orange icing color optional', '12 14 cherries optional', '12 14 quarter slices of orange optional']}]",['Head over to The Cake Blog for the full recipe and instructions.'],https://www.lifeloveandsugar.com/tequila-sunrise-cupcakes/,"[' recipes', ' sweets and treats', ' cakes and cupcakes', ' cherry', ' grenadine', ' orange', ' tequila']",tequila sunrise cupcake cupcake butter sugar cream vanilla extract orange egg flour powder salt orange juice tequila milk butter confectioner sugar tequila fresh orange juice grenadine orange color quarter slice head cake blog instruction lifeloveandsugar tequila sunrise cupcake treat orange tequila unsalted sour white purpose fresh orange optional cherry optional optional full url sweet cherry grenadine,"['tequila', 'orange', 'sunrise', 'grenadine', 'cherry']"
Chocolate Turtle Cupcakes,14-16 Cupcakes ,"[{'main': ['1/2 cup unsalted butter', '1 cup sugar', '2 eggs', '1/2 tsp vanilla extract', '6 tbsp water', '6 tbsp natural unsweetened cocoa powder', '1 cup all purpose flour', '1/2 tsp baking soda', '1/4 tsp salt', '6 tbsp milk']}, {'frosting': ['1/2 cup salted butter', '1/2 cup shortening', '4 cups powdered sugar', '7 tbsp caramel sauce', '1 2 tbsp water or milk as needed', '1/2 cup finely chopped pecans', 'Caramel sauce as needed for drizzle', 'Chopped pecans as needed for topping']}]",['Find the full recipe and instructions on The Cake Blog.'],https://www.lifeloveandsugar.com/chocolate-turtle-cupcakes/,"[' recipes', ' holidays', ' sweets and treats', ' thanksgiving', ' christmas', ' cakes and cupcakes', ' fall favorites', ' caramel', ' chocolate', ' pecans']",chocolate cupcake butter sugar egg vanilla water cocoa powder soda salt milk butter sugar caramel water milk caramel sauce drizzle topping instruction cake blog lifeloveandsugar chocolate treat fall caramel chocolate pecan unsalted extract natural unsweetened flour chopped pecan pecan full url holiday sweet favorite,"['pecan', 'caramel', 'blog', 'chocolate', 'topping']"
Berries and Cream Cupcakes,12-14 Cupcakes ,"[{'main': ['1 1/4 cups all purpose flour', '1 cup sugar', '1 1/2 tsp baking powder', '1/2 tsp salt', '1/2 cup milk', '1/4 cup vegetable oil', '1 tsp vanilla extract', '1 large egg', '1/2 cup water']}, {'frosting': ['1 cup freeze dried mixed berries', '1 cup unsalted butter', '4 cups powdered sugar', '3 4 tbsp water or milk', 'Pinch of salt', 'Fresh berries for topping']}, {'filling': ['1/2 cup heavy whipping cream cold', '1/4 cup powdered sugar', '3/4 tsp almond extract', '3 oz cream cheese room temperature']}]",['Find the full recipe and instructions on The Cake Blog.'],https://www.lifeloveandsugar.com/berries-cream-cupcakes/,"[' recipes', ' holidays', ' sweets and treats', ' easter', ' july 4th', ' cakes and cupcakes', ' buttercream frosting recipes', ' vanilla cupcake recipes', ' almond', ' cream cheese', ' cupcake', ' dessert', ' recipe', ' vanilla', ' whipped cream']",berry cream cupcake sugar powder salt milk oil vanilla extract egg water freeze berry butter water milk salt berry cream cold almond extract cream cheese instruction cake blog lifeloveandsugar berry cream cupcake holiday treat easter july cake cupcake buttercream vanilla cupcake almond cream cupcake dessert vanilla cream flour vegetable mixed unsalted sugar fresh heavy sugar oz full url sweet th cheese,"['berry', 'cupcake', 'almond', 'cream', 'blog']"
Peppermint Chocolate Cupcakes with Candy Cane Pop Rocks,About 30 Cupcakes ,"[{'main': ['2 cups cake flour', '2 cups sugar', '3/4 cup Hershey s Special Dark Cocoa powder ', '2 tsp baking soda', '1 tsp salt', '2 large eggs', '1 cup buttermilk', '1 cup vegetable oil', '1 1/2 tsp vanilla', '1 cup boiling water']}, {'frosting': ['1 1/4 cup butter', '1 1/4 cup shortening', '6 cups powdered sugar', '1 1/2 tsp peppermint extract', '3 4 tbsp water', 'Candy Cane Pop Rocks for sprinkling on top']}]","['Put all dry ingredients in a large bowl and combine.', 'Add eggs buttermilk and vegetable oil to the dry ingredients.', 'Add vanilla to boiling water and add to mixture.', 'Mix at medium speed.', 'Pour into cupcake pan and bake 18 20 minutes at 300 degrees.', 'Beat the shortening and butter until smooth.', 'Slowly add 3 cups of powdered sugar.', 'Mix until combined.', 'Mix in the peppermint extract and 1 tbsp water.', 'Add the rest of the powdered sugar and mix until smooth.', 'Add more water to get the right consistency.', 'Ice the cupcakes and sprinkle with pop rocks']",https://www.lifeloveandsugar.com/peppermint-chocolate-cupcakes-with-candy-cane-pop-rocks/,"[' recipes', ' holidays', ' sweets and treats', ' christmas', ' cakes and cupcakes', ' buttercream', ' candy cane', ' chocolate', ' cupcake', ' dessert', ' food', ' peppermint', ' pop rocks', ' recipe']",peppermint chocolate cupcake candy cane pop rock sugar hershey cocoa powder soda salt egg buttermilk oil vanilla boiling water butter sugar peppermint water candy cane pop rock put combine egg buttermilk oil add vanilla water mixture butter sugar peppermint water rest sugar water consistency ice cupcake pop rock url lifeloveandsugar peppermint chocolate cupcake candy cane pop rock holiday treat buttercream candy cane chocolate cupcake dessert food peppermint pop rock flour special dark vegetable extract top dry vegetable dry degree smooth powdered extract right sprinkle sweet,"['rock', 'pop', 'peppermint', 'cane', 'candy']"
